# File: A10.EB_trn_SecFuel_mtoe.csv
# Title: Database of fuel consumption across transport sector
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,sector,fuel,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
UK,trn_pass_road_LDV_4W,gas,trn_pass_road_LDV,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_pass_road_LDV_4W,gas,trn_pass_road_LDV,gas,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.000859123,0.001034245,0.001234697,0.001330085,0.001536613,0.00183306
WB,trn_pass_road_LDV_4W,gas,trn_pass_road_LDV,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DD,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJ,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JH,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JK,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PB,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,trn_pass_road_LDV_4W,hydrogen,trn_pass_road_LDV,hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.006641246,0.00725049,0.007684399,0.008301448,0.008604152,0.009107459
AP,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.508022602,0.571521234,0.676647345,0.701907765,0.702590296,0.76907021
AR,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.001686338,0.00165033,0.001574862,0.001528411,0.001437302,0.001390138
AS,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.126086239,0.142418901,0.156078193,0.169304616,0.16749536,0.190188256
BR,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.24381682,0.282037796,0.316059386,0.356537934,0.389652565,0.436582042
CG,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.298169957,0.331629666,0.35485157,0.380827173,0.402735221,0.434311057
CH,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.104154133,0.105597184,0.104489543,0.104579896,0.047639475,0.049486152
DD,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.006675998,0.00701702,0.007417812,0.007825401,0.007901669,0.008024071
DL,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.623409645,0.652748432,0.660687389,0.685048544,0.68840043,0.712864055
DN,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.005863181,0.00638775,0.006880811,0.007461042,0.00784398,0.008366101
GA,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.076189029,0.080486837,0.08353021,0.087973561,0.089291486,0.092955752
GJ,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.322874012,1.412041146,1.489869753,1.581818536,1.617184458,1.714513988
HP,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.042959885,0.049221467,0.054540808,0.05967981,0.062647201,0.068199853
HR,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.451544307,0.5005682,0.532231648,0.570390106,0.587484544,0.624075841
JH,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.26384178,0.289249077,0.26234385,0.280846125,0.283782551,0.290383653
JK,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.060668321,0.065029281,0.066781239,0.079287378,0.074561061,0.079010811
KA,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,0.971997343,1.044532257,1.096588109,1.179470787,1.233178788,1.331636553
KL,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.44013512,0.489359117,0.54016747,0.614121877,0.659185248,0.715864262
LA,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001238129,0.001327128,0.001362882,0.00161811,0.001521654,0.001612466
LD,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.000941812,0.00102299,0.001091009,0.001177531,0.001302652,0.001368996
MH,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.696924928,1.845929168,1.973079698,2.126064597,2.187306129,2.327385403
ML,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.007847269,0.008434325,0.009313117,0.010053508,0.01009177,0.010758311
MN,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021193043,0.021577555,0.021108996,0.02928587,0.039696674,0.025963763
MP,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.783834988,0.383834988,0.858896166,0.908629156,0.945997135,0.991870749,1.104868464
MZ,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.006055459,0.007125586,0.008542977,0.009689974,0.010442041,0.011274483
NL,trn_pass_road_LDV_2W,oil,trn_pass_road_LDV,refined liquids,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.008378271,0.009072209,0.008722686,0.009126586,0.009167198,0.00940245
