# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/vkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OD,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
PB,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
PC,trn_pass_road_LDV,LDV_3W,NG,0.004668964,0.00479741,0.004929389,0.005065,0.005204715,0.00534866,0.005496963,0.005649755,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172,0.005807172
RJ,trn_pass_road_LDV,LDV_3W,NG,0.004945699,0.005082526,0.005223138,0.005367641,0.005516518,0.005669902,0.005827929,0.00599074,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479
SK,trn_pass_road_LDV,LDV_3W,NG,0.004703556,0.004833049,0.004966108,0.00510283,0.005243691,0.005388816,0.005538334,0.005692378,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085
TN,trn_pass_road_LDV,LDV_3W,NG,0.004945699,0.005082526,0.005223138,0.005367641,0.005516518,0.005669902,0.005827929,0.00599074,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479
TR,trn_pass_road_LDV,LDV_3W,NG,0.004634372,0.00476177,0.004892671,0.00502717,0.00516574,0.005308505,0.005455592,0.005607132,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259,0.005763259
TS,trn_pass_road_LDV,LDV_3W,NG,0.005014883,0.005153805,0.005296576,0.005443302,0.005594469,0.005750213,0.005910671,0.006075986,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306
UK,trn_pass_road_LDV,LDV_3W,NG,0.004876515,0.005011247,0.005149701,0.005291981,0.005438568,0.005589592,0.005745188,0.005905494,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652
UP,trn_pass_road_LDV,LDV_3W,NG,0.004876515,0.005011247,0.005149701,0.005291981,0.005438568,0.005589592,0.005745188,0.005905494,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652
WB,trn_pass_road_LDV,LDV_3W,NG,0.004790035,0.004922148,0.005057905,0.005197405,0.005341129,0.005489204,0.005641761,0.005798936,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869,0.005960869
AN,trn_pass_road_LDV,LDV_3W,Electric,0.010245,0.008765107,0.007498985,0.006415754,0.005706395,0.005492319,0.005408672,0.005363896,0.005319119,0.005294846,0.005276502,0.005264011,0.005257317,0.005256388,0.005261212,0.005271801,0.005288188,0.005310427,0.005310427
AP,trn_pass_road_LDV,LDV_3W,Electric,0.010829424,0.009286898,0.007964087,0.006829695,0.006087221,0.005857912,0.005769147,0.005722267,0.005675386,0.00564923,0.005629464,0.005616004,0.005608792,0.00560779,0.005612989,0.005624399,0.005642056,0.00566602,0.00566602
AR,trn_pass_road_LDV,LDV_3W,Electric,0.0102573,0.008776091,0.007508776,0.006424469,0.005714412,0.005500015,0.005416261,0.00537144,0.00532662,0.005302306,0.005283933,0.005271421,0.005264717,0.005263786,0.005268618,0.005279224,0.005295638,0.005317913,0.005317913
AS,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
BR,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
CG,trn_pass_road_LDV,LDV_3W,Electric,0.010583309,0.009067185,0.007768255,0.006655404,0.005926873,0.005703978,0.005617368,0.005571374,0.005525379,0.005500015,0.005480848,0.005467797,0.005460802,0.005459831,0.005464872,0.005475937,0.005493059,0.005516296,0.005516296
CH,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
DD,trn_pass_road_LDV,LDV_3W,Electric,0.010245,0.008765107,0.007498985,0.006415754,0.005706395,0.005492319,0.005408672,0.005363896,0.005319119,0.005294846,0.005276502,0.005264011,0.005257317,0.005256388,0.005261212,0.005271801,0.005288188,0.005310427,0.005310427
DL,trn_pass_road_LDV,LDV_3W,Electric,0.010398762,0.008902411,0.00762138,0.006524686,0.005806612,0.005588527,0.005503534,0.005458204,0.005412874,0.005388105,0.005369387,0.005356641,0.005349811,0.005348862,0.005353785,0.00536459,0.005381311,0.005404004,0.005404004
DN,trn_pass_road_LDV,LDV_3W,Electric,0.010245,0.008765107,0.007498985,0.006415754,0.005706395,0.005492319,0.005408672,0.005363896,0.005319119,0.005294846,0.005276502,0.005264011,0.005257317,0.005256388,0.005261212,0.005271801,0.005288188,0.005310427,0.005310427
GA,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
GJ,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
HP,trn_pass_road_LDV,LDV_3W,Electric,0.01027575,0.008792567,0.007523464,0.00643754,0.005726438,0.00551156,0.005427644,0.005382757,0.00533787,0.005313497,0.005295079,0.005282537,0.005275816,0.005274883,0.005279727,0.005290359,0.005306812,0.005329142,0.005329142
HR,trn_pass_road_LDV,LDV_3W,Electric,0.010398762,0.008902411,0.00762138,0.006524686,0.005806612,0.005588527,0.005503534,0.005458204,0.005412874,0.005388105,0.005369387,0.005356641,0.005349811,0.005348862,0.005353785,0.00536459,0.005381311,0.005404004,0.005404004
JH,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
JK,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
KA,trn_pass_road_LDV,LDV_3W,Electric,0.010890962,0.009341829,0.008013045,0.006873268,0.006127308,0.005896395,0.005807092,0.00575999,0.005712888,0.005686534,0.005666618,0.005653056,0.005645789,0.00564478,0.005650018,0.005661514,0.005679305,0.005703451,0.005703451
KL,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
LA,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
LD,trn_pass_road_LDV,LDV_3W,Electric,0.010245,0.008765107,0.007498985,0.006415754,0.005706395,0.005492319,0.005408672,0.005363896,0.005319119,0.005294846,0.005276502,0.005264011,0.005257317,0.005256388,0.005261212,0.005271801,0.005288188,0.005310427,0.005310427
MH,trn_pass_road_LDV,LDV_3W,Electric,0.010890962,0.009341829,0.008013045,0.006873268,0.006127308,0.005896395,0.005807092,0.00575999,0.005712888,0.005686534,0.005666618,0.005653056,0.005645789,0.00564478,0.005650018,0.005661514,0.005679305,0.005703451,0.005703451
ML,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
MN,trn_pass_road_LDV,LDV_3W,Electric,0.010337254,0.008847488,0.007572422,0.006481113,0.005766525,0.005550044,0.005465589,0.005420481,0.005375372,0.005350801,0.005332233,0.005319589,0.005312813,0.005311873,0.005316756,0.005327474,0.005344062,0.005366573,0.005366573
MP,trn_pass_road_LDV,LDV_3W,Electric,0.010706359,0.009177039,0.007866171,0.00674255,0.006007047,0.005780945,0.005693257,0.00564682,0.005600383,0.005574623,0.005555156,0.0055419,0.005534797,0.005533811,0.00553893,0.005550168,0.005567557,0.005591158,0.005591158
MZ,trn_pass_road_LDV,LDV_3W,Electric,0.010288051,0.008803551,0.007533255,0.006446255,0.005734456,0.005519257,0.005435233,0.005390302,0.005345371,0.005320958,0.00530251,0.005289947,0.005283215,0.005282281,0.005287133,0.005297782,0.005314262,0.005336629,0.005336629
NL,trn_pass_road_LDV,LDV_3W,Electric,0.010398762,0.008902411,0.00762138,0.006524686,0.005806612,0.005588527,0.005503534,0.005458204,0.005412874,0.005388105,0.005369387,0.005356641,0.005349811,0.005348862,0.005353785,0.00536459,0.005381311,0.005404004,0.005404004
OD,trn_pass_road_LDV,LDV_3W,Electric,0.010460273,0.008957334,0.007670338,0.006568259,0.005846699,0.005627011,0.005541479,0.005495927,0.005450376,0.005425408,0.005406541,0.005393693,0.005386808,0.005385852,0.005390814,0.005401705,0.00541856,0.005441435,0.005441435
PB,trn_pass_road_LDV,LDV_3W,Electric,0.010644832,0.009122111,0.007817213,0.006698977,0.00596696,0.005742461,0.005655313,0.005609097,0.005562881,0.005537319,0.005518002,0.005504849,0.0054978,0.005496821,0.005501901,0.005513052,0.005530308,0.005553727,0.005553727
PC,trn_pass_road_LDV,LDV_3W,Electric,0.010214251,0.008737647,0.007474505,0.006393968,0.005686351,0.005473077,0.0053897,0.005345034,0.005300369,0.005276194,0.005257925,0.005245485,0.005238819,0.005237893,0.005242698,0.005253243,0.005269563,0.005291712,0.005291712
RJ,trn_pass_road_LDV,LDV_3W,Electric,0.010706359,0.009177039,0.007866171,0.00674255,0.006007047,0.005780945,0.005693257,0.00564682,0.005600383,0.005574623,0.005555156,0.0055419,0.005534797,0.005533811,0.00553893,0.005550168,0.005567557,0.005591158,0.005591158
SK,trn_pass_road_LDV,LDV_3W,Electric,0.01027575,0.008792567,0.007523464,0.00643754,0.005726438,0.00551156,0.005427644,0.005382757,0.00533787,0.005313497,0.005295079,0.005282537,0.005275816,0.005274883,0.005279727,0.005290359,0.005306812,0.005329142,0.005329142
TN,trn_pass_road_LDV,LDV_3W,Electric,0.010706359,0.009177039,0.007866171,0.00674255,0.006007047,0.005780945,0.005693257,0.00564682,0.005600383,0.005574623,0.005555156,0.0055419,0.005534797,0.005533811,0.00553893,0.005550168,0.005567557,0.005591158,0.005591158
TR,trn_pass_road_LDV,LDV_3W,Electric,0.010152756,0.008682728,0.007425547,0.006350395,0.005646265,0.005434594,0.005351755,0.005307311,0.005262867,0.00523889,0.005220771,0.005208433,0.005201821,0.005200904,0.005205669,0.005216128,0.005232314,0.005254281,0.005254281
TS,trn_pass_road_LDV,LDV_3W,Electric,0.010829424,0.009286898,0.007964087,0.006829695,0.006087221,0.005857912,0.005769147,0.005722267,0.005675386,0.00564923,0.005629464,0.005616004,0.005608792,0.00560779,0.005612989,0.005624399,0.005642056,0.00566602,0.00566602
UK,trn_pass_road_LDV,LDV_3W,Electric,0.010583309,0.009067185,0.007768255,0.006655404,0.005926873,0.005703978,0.005617368,0.005571374,0.005525379,0.005500015,0.005480848,0.005467797,0.005460802,0.005459831,0.005464872,0.005475937,0.005493059,0.005516296,0.005516296
UP,trn_pass_road_LDV,LDV_3W,Electric,0.010583309,0.009067185,0.007768255,0.006655404,0.005926873,0.005703978,0.005617368,0.005571374,0.005525379,0.005500015,0.005480848,0.005467797,0.005460802,0.005459831,0.005464872,0.005475937,0.005493059,0.005516296,0.005516296
WB,trn_pass_road_LDV,LDV_3W,Electric,0.010429517,0.008929872,0.007645859,0.006546472,0.005826656,0.005607769,0.005522506,0.005477066,0.005431625,0.005406756,0.005387964,0.005375167,0.005368309,0.005367357,0.0053723,0.005383148,0.005399936,0.005422719,0.005422719
AN,trn_pass_road,Bus,Liquids,0.082149076,0.083402971,0.084676004,0.085968468,0.087299707,0.088670882,0.090083193,0.091537873,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193
AP,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
AR,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
AS,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
BR,trn_pass_road,Bus,Liquids,0.085231443,0.086486663,0.087760369,0.089052834,0.090384072,0.091755247,0.093167558,0.094622238,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558,0.096120558
CG,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
CH,trn_pass_road,Bus,Liquids,0.08038779,0.081640883,0.08291351,0.084205974,0.085537212,0.086908388,0.088320698,0.089775378,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699,0.091273699
DD,trn_pass_road,Bus,Liquids,0.080904429,0.08215776,0.083430508,0.084722972,0.086054211,0.087425386,0.088837697,0.090292377,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697
DL,trn_pass_road,Bus,Liquids,0.081127524,0.082380958,0.083653757,0.084946222,0.08627746,0.087648635,0.089060946,0.090515626,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946,0.092013946
DN,trn_pass_road,Bus,Liquids,0.080904429,0.08215776,0.083430508,0.084722972,0.086054211,0.087425386,0.088837697,0.090292377,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697,0.091790697
GA,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
GJ,trn_pass_road,Bus,Liquids,0.1056366,0.106898725,0.108175929,0.109468394,0.110799632,0.112170808,0.113583118,0.115037798,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119,0.116536119
HP,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
HR,trn_pass_road,Bus,Liquids,0.103581226,0.104842774,0.106119686,0.10741215,0.108743389,0.110114564,0.111526875,0.112981555,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875,0.114479875
JH,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
JK,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
KA,trn_pass_road,Bus,Liquids,0.088020365,0.089276709,0.090550985,0.09184345,0.093174688,0.094545863,0.095958174,0.097412854,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175
KL,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
LA,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
LD,trn_pass_road,Bus,Liquids,0.082149076,0.083402971,0.084676004,0.085968468,0.087299707,0.088670882,0.090083193,0.091537873,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193
MH,trn_pass_road,Bus,Liquids,0.111509267,0.112772929,0.114050911,0.115343375,0.116674614,0.118045789,0.1194581,0.12091278,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111,0.1224111
ML,trn_pass_road,Bus,Liquids,0.081062944,0.082316348,0.083589132,0.084881597,0.086212835,0.087584011,0.088996321,0.090451001,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322,0.091949322
MN,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
MP,trn_pass_road,Bus,Liquids,0.088020365,0.089276709,0.090550985,0.09184345,0.093174688,0.094545863,0.095958174,0.097412854,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175,0.098911175
MZ,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
NL,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
OD,trn_pass_road,Bus,Liquids,0.090369009,0.091626248,0.092900978,0.094193442,0.095524681,0.096895856,0.098308167,0.099762847,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167,0.101261167
PB,trn_pass_road,Bus,Liquids,0.108572904,0.109835817,0.11111342,0.112405885,0.113737123,0.115108298,0.116520609,0.117975289,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609,0.119473609
PC,trn_pass_road,Bus,Liquids,0.082149076,0.083402971,0.084676004,0.085968468,0.087299707,0.088670882,0.090083193,0.091537873,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193,0.093036193
RJ,trn_pass_road,Bus,Liquids,0.084409465,0.08566434,0.086937872,0.088230336,0.089561574,0.09093275,0.092345061,0.093799741,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061,0.095298061
SK,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
TN,trn_pass_road,Bus,Liquids,0.096828103,0.098087589,0.099363457,0.100655922,0.10198716,0.103358336,0.104770646,0.106225326,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647,0.107723647
TR,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
TS,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
UK,trn_pass_road,Bus,Liquids,0.086846069,0.088101949,0.089375989,0.090668453,0.091999692,0.093370867,0.094783178,0.096237858,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178,0.097736178
UP,trn_pass_road,Bus,Liquids,0.087991008,0.08924734,0.09052161,0.091814075,0.093145313,0.094516489,0.095928799,0.097383479,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818,0.0988818
WB,trn_pass_road,Bus,Liquids,0.08508466,0.086339819,0.087613495,0.088905959,0.090237197,0.091608373,0.093020683,0.094475364,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684,0.095973684
AN,trn_pass_road,Bus,NG,0.077339544,0.078805016,0.080298255,0.081819789,0.083387383,0.085002431,0.086666369,0.088380677,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881,0.090146881
AP,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
AR,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
AS,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
BR,trn_pass_road,Bus,NG,0.080420864,0.081888353,0.08338262,0.084904155,0.086471749,0.088086796,0.089750734,0.091465042,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246,0.093231246
CG,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
CH,trn_pass_road,Bus,NG,0.075578895,0.077043144,0.078535761,0.080057295,0.081624889,0.083239937,0.084903875,0.086618183,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386,0.088384386
DD,trn_pass_road,Bus,NG,0.076095344,0.077559957,0.079052759,0.080574293,0.082141887,0.083756935,0.085420873,0.087135181,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385
DL,trn_pass_road,Bus,NG,0.076318358,0.077783127,0.079276008,0.080797543,0.082365137,0.083980184,0.085644122,0.087358431,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634,0.089124634
DN,trn_pass_road,Bus,NG,0.076095344,0.077559957,0.079052759,0.080574293,0.082141887,0.083756935,0.085420873,0.087135181,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385,0.088901385
GA,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
GJ,trn_pass_road,Bus,NG,0.100820738,0.102298628,0.103798181,0.105319715,0.106887309,0.108502356,0.110166294,0.111880603,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806,0.113646806
HP,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
HR,trn_pass_road,Bus,NG,0.098765795,0.100242822,0.101741937,0.103263471,0.104831065,0.106446113,0.108110051,0.109824359,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563,0.111590563
JH,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
JK,trn_pass_road,Bus,NG,0.080274129,0.081741526,0.083235746,0.08475728,0.086324874,0.087939922,0.08960386,0.091318168,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371,0.093084371
