# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/vkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
BR,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
CG,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
CH,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
DD,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
DL,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
DN,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
GA,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
GJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
HP,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
HR,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
JH,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
JK,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
KA,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
KL,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
LA,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
LD,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
MH,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
ML,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
MN,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
MP,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
MZ,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
NL,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
OD,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
PB,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
PC,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
RJ,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
SK,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,2.306377982,2.037947144,1.800757985,1.591174397,1.405989299,1.242361531,1.097780907,0.970029628,0.857148216,0.73543317,0.631001659,0.61207161,0.593709461,0.575898178,0.558621232,0.541862595,0.525606717,0.509838516,0.49454336
AN,trn_pass_road_LDV,LDV_3W,Liquids,0.004718734,0.004845298,0.004975257,0.005108701,0.005246149,0.00538772,0.005533538,0.005683731,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843
AP,trn_pass_road_LDV,LDV_3W,Liquids,0.005043875,0.005180199,0.005320208,0.005464001,0.005612108,0.005764658,0.005921784,0.006083624,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032
AR,trn_pass_road_LDV,LDV_3W,Liquids,0.004725579,0.004852349,0.004982519,0.005116181,0.005253853,0.005395656,0.005541712,0.00569215,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101,0.005847101
AS,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
BR,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
CG,trn_pass_road_LDV,LDV_3W,Liquids,0.004906973,0.005039188,0.005174965,0.005314401,0.00545802,0.005605947,0.005758312,0.005915248,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892
CH,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
DD,trn_pass_road_LDV,LDV_3W,Liquids,0.004718734,0.004845298,0.004975257,0.005108701,0.005246149,0.00538772,0.005533538,0.005683731,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843
DL,trn_pass_road_LDV,LDV_3W,Liquids,0.004804297,0.00493343,0.005066033,0.005202201,0.005342454,0.005486914,0.005635708,0.005788966,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822
DN,trn_pass_road_LDV,LDV_3W,Liquids,0.004718734,0.004845298,0.004975257,0.005108701,0.005246149,0.00538772,0.005533538,0.005683731,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843
GA,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
GJ,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
HP,trn_pass_road_LDV,LDV_3W,Liquids,0.004735847,0.004862924,0.004993412,0.005127401,0.00526541,0.005407559,0.005553972,0.005704778,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108
HR,trn_pass_road_LDV,LDV_3W,Liquids,0.004804297,0.00493343,0.005066033,0.005202201,0.005342454,0.005486914,0.005635708,0.005788966,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822
JH,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
JK,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
KA,trn_pass_road_LDV,LDV_3W,Liquids,0.0050781,0.005215452,0.005356519,0.005501401,0.00565063,0.005804335,0.005962652,0.006125718,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677
KL,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
LA,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
LD,trn_pass_road_LDV,LDV_3W,Liquids,0.004718734,0.004845298,0.004975257,0.005108701,0.005246149,0.00538772,0.005533538,0.005683731,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843,0.00583843
MH,trn_pass_road_LDV,LDV_3W,Liquids,0.0050781,0.005215452,0.005356519,0.005501401,0.00565063,0.005804335,0.005962652,0.006125718,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677,0.006293677
ML,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
MN,trn_pass_road_LDV,LDV_3W,Liquids,0.004770072,0.004898177,0.005029723,0.005164801,0.005303932,0.005447237,0.00559484,0.005746872,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465,0.005903465
MP,trn_pass_road_LDV,LDV_3W,Liquids,0.004975424,0.005109694,0.005247587,0.005389201,0.005535064,0.005685302,0.005840048,0.005999436,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606
MZ,trn_pass_road_LDV,LDV_3W,Liquids,0.004742692,0.004869975,0.005000674,0.005134881,0.005273114,0.005415494,0.005562146,0.005713197,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878,0.00586878
NL,trn_pass_road_LDV,LDV_3W,Liquids,0.004804297,0.00493343,0.005066033,0.005202201,0.005342454,0.005486914,0.005635708,0.005788966,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822,0.005946822
OD,trn_pass_road_LDV,LDV_3W,Liquids,0.004838523,0.004968683,0.005102344,0.005239601,0.005380976,0.005526592,0.005676576,0.00583106,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179,0.005990179
PB,trn_pass_road_LDV,LDV_3W,Liquids,0.004941199,0.005074441,0.005211276,0.005351801,0.005496542,0.005645625,0.00579918,0.005957342,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249,0.006120249
PC,trn_pass_road_LDV,LDV_3W,Liquids,0.004701621,0.004827672,0.004957101,0.005090001,0.005226888,0.005367881,0.005513104,0.005662684,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752,0.005816752
RJ,trn_pass_road_LDV,LDV_3W,Liquids,0.004975424,0.005109694,0.005247587,0.005389201,0.005535064,0.005685302,0.005840048,0.005999436,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606
SK,trn_pass_road_LDV,LDV_3W,Liquids,0.004735847,0.004862924,0.004993412,0.005127401,0.00526541,0.005407559,0.005553972,0.005704778,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108,0.005860108
TN,trn_pass_road_LDV,LDV_3W,Liquids,0.004975424,0.005109694,0.005247587,0.005389201,0.005535064,0.005685302,0.005840048,0.005999436,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606,0.006163606
TR,trn_pass_road_LDV,LDV_3W,Liquids,0.004667396,0.004792419,0.004920791,0.005052601,0.005188366,0.005328204,0.005472237,0.00562059,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395,0.005773395
TS,trn_pass_road_LDV,LDV_3W,Liquids,0.005043875,0.005180199,0.005320208,0.005464001,0.005612108,0.005764658,0.005921784,0.006083624,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032,0.00625032
UK,trn_pass_road_LDV,LDV_3W,Liquids,0.004906973,0.005039188,0.005174965,0.005314401,0.00545802,0.005605947,0.005758312,0.005915248,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892
UP,trn_pass_road_LDV,LDV_3W,Liquids,0.004906973,0.005039188,0.005174965,0.005314401,0.00545802,0.005605947,0.005758312,0.005915248,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892,0.006076892
WB,trn_pass_road_LDV,LDV_3W,Liquids,0.00482141,0.004951056,0.005084189,0.005220901,0.005361715,0.005506753,0.005656142,0.005810013,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685,0.0059685
AN,trn_pass_road_LDV,LDV_3W,NG,0.00468626,0.00481523,0.004947749,0.005083915,0.005224203,0.005368738,0.005517648,0.005671066,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129
AP,trn_pass_road_LDV,LDV_3W,NG,0.005014883,0.005153805,0.005296576,0.005443302,0.005594469,0.005750213,0.005910671,0.006075986,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306,0.006246306
AR,trn_pass_road_LDV,LDV_3W,NG,0.004693178,0.004822357,0.004955092,0.005091481,0.005231998,0.005376769,0.005525922,0.005679591,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911,0.005837911
AS,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
BR,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
CG,trn_pass_road_LDV,LDV_3W,NG,0.004876515,0.005011247,0.005149701,0.005291981,0.005438568,0.005589592,0.005745188,0.005905494,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652,0.006070652
CH,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
DD,trn_pass_road_LDV,LDV_3W,NG,0.00468626,0.00481523,0.004947749,0.005083915,0.005224203,0.005368738,0.005517648,0.005671066,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129
DL,trn_pass_road_LDV,LDV_3W,NG,0.004772739,0.004904328,0.005039545,0.00517849,0.005321641,0.005469126,0.005621075,0.005777624,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912
DN,trn_pass_road_LDV,LDV_3W,NG,0.00468626,0.00481523,0.004947749,0.005083915,0.005224203,0.005368738,0.005517648,0.005671066,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129
GA,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
GJ,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
HP,trn_pass_road_LDV,LDV_3W,NG,0.004703556,0.004833049,0.004966108,0.00510283,0.005243691,0.005388816,0.005538334,0.005692378,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085,0.005851085
HR,trn_pass_road_LDV,LDV_3W,NG,0.004772739,0.004904328,0.005039545,0.00517849,0.005321641,0.005469126,0.005621075,0.005777624,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912
JH,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
JK,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
KA,trn_pass_road_LDV,LDV_3W,NG,0.005049475,0.005189445,0.005333294,0.005481132,0.005633444,0.005790368,0.005952041,0.006118609,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022
KL,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
LA,trn_pass_road_LDV,LDV_3W,NG,0.004911107,0.005046886,0.00518642,0.005329811,0.005477543,0.005629747,0.005786558,0.005948117,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566,0.006114566
LD,trn_pass_road_LDV,LDV_3W,NG,0.00468626,0.00481523,0.004947749,0.005083915,0.005224203,0.005368738,0.005517648,0.005671066,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129,0.005829129
MH,trn_pass_road_LDV,LDV_3W,NG,0.005049475,0.005189445,0.005333294,0.005481132,0.005633444,0.005790368,0.005952041,0.006118609,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022,0.00629022
ML,trn_pass_road_LDV,LDV_3W,NG,0.004807331,0.004939968,0.005076264,0.005216321,0.005360617,0.005509281,0.005662446,0.005820247,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826,0.005982826
MN,trn_pass_road_LDV,LDV_3W,NG,0.004738148,0.004868689,0.005002827,0.00514066,0.005282666,0.005428971,0.005579704,0.005735001,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999,0.005894999
MP,trn_pass_road_LDV,LDV_3W,NG,0.004945699,0.005082526,0.005223138,0.005367641,0.005516518,0.005669902,0.005827929,0.00599074,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479,0.006158479
MZ,trn_pass_road_LDV,LDV_3W,NG,0.004710474,0.004840177,0.004973452,0.005110396,0.005251486,0.005396847,0.005546608,0.005700903,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868,0.005859868
NL,trn_pass_road_LDV,LDV_3W,NG,0.004772739,0.004904328,0.005039545,0.00517849,0.005321641,0.005469126,0.005621075,0.005777624,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912,0.005938912
