# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ML,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MN,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MP,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MZ,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
NL,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
OD,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
PB,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
PC,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
RJ,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
SK,Other Industries_enuse,Ind_enuse Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001
TN,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
TR,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
TS,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
UK,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
UP,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
WB,Other Industries_enuse,Ind_enuse Hydrogen,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AN,Other Industries_enuse,Ind_enuse Refined Liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002629201,0,0,0,0,0.00001
AP,Other Industries_enuse,Ind_enuse Refined Liquids,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.27121,0.003692145,0.27121,0.27121,0.27121,0.27121,0.27121
AR,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00607087,0.00001,0.00001,0.00001,0.00001,0.00001
AS,Other Industries_enuse,Ind_enuse Refined Liquids,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.270979013,0.52,0.52,0.52,0.52,0.52
BR,Other Industries_enuse,Ind_enuse Refined Liquids,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.408592615,0.0137,0.0137,0.0137,0.0137,0.0137
CG,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.761808989,0.00001,0.00001,0.00001,0.00001,0.00001
CH,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.082477482,0.00001,0.00001,0.00001,0.00001,0.00001
DD,Other Industries_enuse,Ind_enuse Refined Liquids,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.00987,0.125399248,0.00987,0.00987,0.00987,0.00987,0.00987
DL,Other Industries_enuse,Ind_enuse Refined Liquids,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.00666,0.28240584,0.00666,0.00666,0.00666,0.00666,0.00666
DN,Other Industries_enuse,Ind_enuse Refined Liquids,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.05993,0.385190724,0.05993,0.05993,0.05993,0.05993,0.05993
GA,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.55904573,0.00001,0.00001,0.00001,0.00001,0.00001
GJ,Other Industries_enuse,Ind_enuse Refined Liquids,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,5.19341,0.25557506,5.19341,5.19341,5.19341,5.19341,5.19341
HP,Other Industries_enuse,Ind_enuse Refined Liquids,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.079602237,0.009,0.009,0.009,0.009,0.009
HR,Other Industries_enuse,Ind_enuse Refined Liquids,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.86925,0.031167169,0.86925,0.86925,0.86925,0.86925,0.86925
JH,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.272773735,0.00001,0.00001,0.00001,0.00001,0.00001
JK,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05091388,0.00001,0.00001,0.00001,0.00001,0.00001
KA,Other Industries_enuse,Ind_enuse Refined Liquids,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.74422,0.060694729,0.74422,0.74422,0.74422,0.74422,0.74422
KL,Other Industries_enuse,Ind_enuse Refined Liquids,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.45823494,0.502,0.502,0.502,0.502,0.502
LA,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0,0.00001,0.00001,0.00001,0.00001,0.00001
LD,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0,0.00001,0.00001,0.00001,0.00001,0.00001
MH,Other Industries_enuse,Ind_enuse Refined Liquids,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.09602,1.093728271,1.09602,1.09602,1.09602,1.09602,1.09602
ML,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.71173653,0.00001,0.00001,0.00001,0.00001,0.00001
MN,Other Industries_enuse,Ind_enuse Refined Liquids,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.2481,0.102563005,0.2481,0.2481,0.2481,0.2481,0.2481
MP,Other Industries_enuse,Ind_enuse Refined Liquids,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.29074,0.204163611,0.29074,0.29074,0.29074,0.29074,0.29074
MZ,Other Industries_enuse,Ind_enuse Refined Liquids,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,0.11,0.11,0.11,0.11,0.11
NL,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.387782788,0.00001,0.00001,0.00001,0.00001,0.00001
OD,Other Industries_enuse,Ind_enuse Refined Liquids,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,0.01993,1.047036372,0.01993,0.01993,0.01993,0.01993,0.01993
PB,Other Industries_enuse,Ind_enuse Refined Liquids,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.43089,0.07364712,0.43089,0.43089,0.43089,0.43089,0.43089
PC,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.089433778,0.00001,0.00001,0.00001,0.00001,0.00001
RJ,Other Industries_enuse,Ind_enuse Refined Liquids,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.805509103,0.028,0.028,0.028,0.028,0.028
SK,Other Industries_enuse,Ind_enuse Refined Liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152658377,0,0,0,0,0.00001
TN,Other Industries_enuse,Ind_enuse Refined Liquids,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.90088,1.241641232,1.90088,1.90088,1.90088,1.90088,1.90088
TR,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.641175379,0.00001,0.00001,0.00001,0.00001,0.00001
TS,Other Industries_enuse,Ind_enuse Refined Liquids,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.00743,0.002168402,0.00743,0.00743,0.00743,0.00743,0.00743
UK,Other Industries_enuse,Ind_enuse Refined Liquids,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.218703198,0.00001,0.00001,0.00001,0.00001,0.00001
UP,Other Industries_enuse,Ind_enuse Refined Liquids,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.67169,0.272952115,0.67169,0.67169,0.67169,0.67169,0.67169
WB,Other Industries_enuse,Ind_enuse Refined Liquids,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,0.25689,2.117797109,0.25689,0.25689,0.25689,0.25689,0.25689
AN,Other Industries_fsuse,coal,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AP,Other Industries_fsuse,coal,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AR,Other Industries_fsuse,coal,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
