INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechCost,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.non.energy.input,input.cost
KL,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
LA,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
LD,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
MH,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
ML,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
MN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
MP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
MZ,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
NL,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
OD,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1472.766422
PB,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
PC,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
RJ,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
SK,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
TN,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1519.116954
TR,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
TS,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
UK,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1497.394975
UP,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1516.597624
WB,Paper and Pulp_enuse,refined liquids,refined liquids cogen,2085,non-energy,1521.159307
AN,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
AP,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
AR,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
AS,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
BR,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
CG,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
CH,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
DD,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
DL,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
DN,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
GA,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
GJ,Agriculture,Agriculture,Agriculture,2090,non-energy,39.40800374
HP,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
HR,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
JH,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
JK,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
KA,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
KL,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
LA,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
LD,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
MH,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
ML,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
MN,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
MP,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
MZ,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
NL,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
OD,Agriculture,Agriculture,Agriculture,2090,non-energy,41.96082959
PB,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
PC,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
RJ,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
SK,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
TN,Agriculture,Agriculture,Agriculture,2090,non-energy,35.85461288
TR,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
TS,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
UK,Agriculture,Agriculture,Agriculture,2090,non-energy,64.77535207
UP,Agriculture,Agriculture,Agriculture,2090,non-energy,43.43887449
WB,Agriculture,Agriculture,Agriculture,2090,non-energy,45.26159516
AN,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.67696
AP,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.43535
AR,Agriculture_enuse,electricity,electricity,2090,non-energy,2.40614
AS,Agriculture_enuse,electricity,electricity,2090,non-energy,-4.2220078
BR,Agriculture_enuse,electricity,electricity,2090,non-energy,-4.2245
CG,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.70668
CH,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.99759
DD,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.09002
DL,Agriculture_enuse,electricity,electricity,2090,non-energy,-5.45164
DN,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.09002
GA,Agriculture_enuse,electricity,electricity,2090,non-energy,-0.74735
GJ,Agriculture_enuse,electricity,electricity,2090,non-energy,-3.974731317
HP,Agriculture_enuse,electricity,electricity,2090,non-energy,-0.86205
HR,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.51909
JH,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.36828
JK,Agriculture_enuse,electricity,electricity,2090,non-energy,2.04867
KA,Agriculture_enuse,electricity,electricity,2090,non-energy,-3.29951
KL,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.03492
LA,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.99759
LD,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.67696
MH,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.40144
ML,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.44211
MN,Agriculture_enuse,electricity,electricity,2090,non-energy,0.12771
MP,Agriculture_enuse,electricity,electricity,2090,non-energy,-3.64717
MZ,Agriculture_enuse,electricity,electricity,2090,non-energy,1.11975
NL,Agriculture_enuse,electricity,electricity,2090,non-energy,3.50719
OD,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.563623232
PB,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.53795
PC,Agriculture_enuse,electricity,electricity,2090,non-energy,-0.4433
RJ,Agriculture_enuse,electricity,electricity,2090,non-energy,-3.096874
SK,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.94606
TN,Agriculture_enuse,electricity,electricity,2090,non-energy,-12.52496
TR,Agriculture_enuse,electricity,electricity,2090,non-energy,-1.98719
TS,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.80894
UK,Agriculture_enuse,electricity,electricity,2090,non-energy,4.143615414
UP,Agriculture_enuse,electricity,electricity,2090,non-energy,-5.073133152
WB,Agriculture_enuse,electricity,electricity,2090,non-energy,-2.207703
AN,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
AP,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
AR,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
AS,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
BR,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
CG,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
CH,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
DD,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
DL,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
DN,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
GA,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
GJ,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,3.346131238
HP,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
HR,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
JH,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
JK,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
KA,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
KL,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
LA,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
LD,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
MH,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
ML,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
MN,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
MP,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
MZ,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
NL,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
OD,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.518650569
PB,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
PC,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
RJ,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
SK,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
TN,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,3.236410512
TR,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
TS,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
UK,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,3.373094713
UP,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.583119254
WB,Agriculture_enuse,refined liquids,refined liquids,2090,non-energy,2.984989691
AN,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
AP,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
AR,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
AS,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
BR,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
CG,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
CH,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
DD,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
DL,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
DN,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
GA,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
GJ,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.92353809
HP,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
HR,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
JH,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
JK,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
KA,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
KL,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
LA,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
LD,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
MH,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
ML,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
MN,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
MP,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
MZ,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
NL,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
OD,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,9.85483642
PB,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
PC,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
RJ,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
SK,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
TN,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.64923628
TR,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
TS,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
UK,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.99094678
UP,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,10.01600814
WB,Agriculture_enuse,refined liquids,refined liquids cogen,2090,non-energy,11.02068423
AN,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
AP,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
AR,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
AS,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
BR,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
CG,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
CH,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
DD,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
DL,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
DN,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
GA,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
GJ,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2073.835538
HP,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
HR,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
JH,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
JK,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
KA,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
KL,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
LA,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
LD,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
MH,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
ML,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
MN,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
MP,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
MZ,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
NL,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
OD,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,3122.114526
PB,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
PC,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
RJ,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
SK,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
TN,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2506.510909
TR,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
TS,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
UK,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2028.518245
UP,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2596.098864
WB,Chem_Fert,Chem_Fert,Chem_Fert,2090,non-energy,2045.593287
AN,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
AP,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
AR,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
AS,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
BR,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
CG,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
CH,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
DD,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
DL,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
DN,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
GA,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
GJ,Chem_Fert_enuse,biomass,biomass,2090,non-energy,209.1419518
HP,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
HR,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
JH,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
JK,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
KA,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
KL,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
LA,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
LD,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
MH,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
ML,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
MN,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
MP,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
MZ,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
NL,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
OD,Chem_Fert_enuse,biomass,biomass,2090,non-energy,336.9107492
PB,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
PC,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
RJ,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
SK,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
TN,Chem_Fert_enuse,biomass,biomass,2090,non-energy,248.6211727
TR,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
TS,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
UK,Chem_Fert_enuse,biomass,biomass,2090,non-energy,202.5146955
UP,Chem_Fert_enuse,biomass,biomass,2090,non-energy,266.6774725
WB,Chem_Fert_enuse,biomass,biomass,2090,non-energy,208.3068975
AN,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
AP,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
AR,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
AS,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
BR,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
CG,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
CH,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
DD,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
DL,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
DN,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
GA,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
GJ,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,526.8016345
HP,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
HR,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
JH,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
JK,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
KA,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
KL,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
LA,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
LD,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
MH,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
ML,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
MN,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
MP,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
MZ,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
NL,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
OD,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,846.223628
PB,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
PC,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
RJ,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
SK,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
TN,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,625.4996868
TR,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
TS,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
UK,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,510.2334937
UP,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,670.6404363
WB,Chem_Fert_enuse,biomass,biomass cogen,2090,non-energy,524.7139987
AN,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
AP,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
AR,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
AS,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
BR,Chem_Fert_enuse,coal,coal,2090,non-energy,218.8698574
CG,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
CH,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
DD,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
DL,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
DN,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
GA,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
GJ,Chem_Fert_enuse,coal,coal,2090,non-energy,214.3509087
HP,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
HR,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
JH,Chem_Fert_enuse,coal,coal,2090,non-energy,218.8698574
JK,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
KA,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
KL,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
LA,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
LD,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
MH,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
ML,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
MN,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
MP,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0803674
MZ,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
NL,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
OD,Chem_Fert_enuse,coal,coal,2090,non-energy,340.5313731
PB,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
PC,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
RJ,Chem_Fert_enuse,coal,coal,2090,non-energy,218.6925274
SK,Chem_Fert_enuse,coal,coal,2090,non-energy,218.8698574
TN,Chem_Fert_enuse,coal,coal,2090,non-energy,256.7682382
TR,Chem_Fert_enuse,coal,coal,2090,non-energy,218.5530874
TS,Chem_Fert_enuse,coal,coal,2090,non-energy,219.0909474
UK,Chem_Fert_enuse,coal,coal,2090,non-energy,214.0801491
UP,Chem_Fert_enuse,coal,coal,2090,non-energy,279.21629
WB,Chem_Fert_enuse,coal,coal,2090,non-energy,218.8698574
AN,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
AP,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
AR,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
AS,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
BR,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.1464835
CG,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
CH,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
DD,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
DL,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
DN,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
GA,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
GJ,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,537.5333468
HP,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
HR,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
JH,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.1464835
JK,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
KA,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
KL,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
LA,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
LD,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
MH,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
ML,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
MN,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
MP,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3569935
MZ,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
NL,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
OD,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,853.3002728
PB,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
PC,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
RJ,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.9691535
SK,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.1464835
TN,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,643.5608006
TR,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,548.8297135
TS,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.3675735
UK,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,537.4382077
UP,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,700.27856
WB,Chem_Fert_enuse,coal,coal cogen,2090,non-energy,549.1464835
AN,Chem_Fert_enuse,electricity,electricity,2090,non-energy,284.1413374
AP,Chem_Fert_enuse,electricity,electricity,2090,non-energy,284.3823374
AR,Chem_Fert_enuse,electricity,electricity,2090,non-energy,288.2928374
AS,Chem_Fert_enuse,electricity,electricity,2090,non-energy,281.6648374
BR,Chem_Fert_enuse,electricity,electricity,2090,non-energy,281.6774374
CG,Chem_Fert_enuse,electricity,electricity,2090,non-energy,284.5053374
CH,Chem_Fert_enuse,electricity,electricity,2090,non-energy,284.1346374
DD,Chem_Fert_enuse,electricity,electricity,2090,non-energy,284.1213374
DL,Chem_Fert_enuse,electricity,electricity,2090,non-energy,280.6806374
