INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechOMfixed,,,,,,
,,,,,,
region,supplysector,subsector,stub.technology,year,input.OM.fixed,OM.fixed
PB,electricity,nuclear,Gen_III,2070,OM-fixed,0
PB,electricity,nuclear,Gen_III,2075,OM-fixed,0
PB,electricity,nuclear,Gen_III,2080,OM-fixed,0
PB,electricity,nuclear,Gen_III,2085,OM-fixed,0
PB,electricity,nuclear,Gen_III,2090,OM-fixed,0
PB,electricity,nuclear,Gen_III,2095,OM-fixed,0
PB,electricity,nuclear,Gen_III,2100,OM-fixed,0
PC,electricity,nuclear,Gen_III,1975,OM-fixed,0
PC,electricity,nuclear,Gen_III,1990,OM-fixed,0
PC,electricity,nuclear,Gen_III,2005,OM-fixed,0
PC,electricity,nuclear,Gen_III,2010,OM-fixed,0
PC,electricity,nuclear,Gen_III,2015,OM-fixed,0
PC,electricity,nuclear,Gen_III,2020,OM-fixed,0
PC,electricity,nuclear,Gen_III,2025,OM-fixed,0
PC,electricity,nuclear,Gen_III,2030,OM-fixed,0
PC,electricity,nuclear,Gen_III,2035,OM-fixed,0
PC,electricity,nuclear,Gen_III,2040,OM-fixed,0
PC,electricity,nuclear,Gen_III,2045,OM-fixed,0
PC,electricity,nuclear,Gen_III,2050,OM-fixed,0
PC,electricity,nuclear,Gen_III,2055,OM-fixed,0
PC,electricity,nuclear,Gen_III,2060,OM-fixed,0
PC,electricity,nuclear,Gen_III,2065,OM-fixed,0
PC,electricity,nuclear,Gen_III,2070,OM-fixed,0
PC,electricity,nuclear,Gen_III,2075,OM-fixed,0
PC,electricity,nuclear,Gen_III,2080,OM-fixed,0
PC,electricity,nuclear,Gen_III,2085,OM-fixed,0
PC,electricity,nuclear,Gen_III,2090,OM-fixed,0
PC,electricity,nuclear,Gen_III,2095,OM-fixed,0
PC,electricity,nuclear,Gen_III,2100,OM-fixed,0
RJ,electricity,nuclear,Gen_III,1975,OM-fixed,0
RJ,electricity,nuclear,Gen_III,1990,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2005,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2010,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2015,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2020,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2025,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2030,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2035,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2040,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2045,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2050,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2055,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2060,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2065,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2070,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2075,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2080,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2085,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2090,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2095,OM-fixed,0
RJ,electricity,nuclear,Gen_III,2100,OM-fixed,0
SK,electricity,nuclear,Gen_III,1975,OM-fixed,0
SK,electricity,nuclear,Gen_III,1990,OM-fixed,0
SK,electricity,nuclear,Gen_III,2005,OM-fixed,0
SK,electricity,nuclear,Gen_III,2010,OM-fixed,0
SK,electricity,nuclear,Gen_III,2015,OM-fixed,0
SK,electricity,nuclear,Gen_III,2020,OM-fixed,0
SK,electricity,nuclear,Gen_III,2025,OM-fixed,0
SK,electricity,nuclear,Gen_III,2030,OM-fixed,0
SK,electricity,nuclear,Gen_III,2035,OM-fixed,0
SK,electricity,nuclear,Gen_III,2040,OM-fixed,0
SK,electricity,nuclear,Gen_III,2045,OM-fixed,0
SK,electricity,nuclear,Gen_III,2050,OM-fixed,0
SK,electricity,nuclear,Gen_III,2055,OM-fixed,0
SK,electricity,nuclear,Gen_III,2060,OM-fixed,0
SK,electricity,nuclear,Gen_III,2065,OM-fixed,0
SK,electricity,nuclear,Gen_III,2070,OM-fixed,0
SK,electricity,nuclear,Gen_III,2075,OM-fixed,0
SK,electricity,nuclear,Gen_III,2080,OM-fixed,0
SK,electricity,nuclear,Gen_III,2085,OM-fixed,0
SK,electricity,nuclear,Gen_III,2090,OM-fixed,0
SK,electricity,nuclear,Gen_III,2095,OM-fixed,0
SK,electricity,nuclear,Gen_III,2100,OM-fixed,0
TN,electricity,nuclear,Gen_III,1975,OM-fixed,0
TN,electricity,nuclear,Gen_III,1990,OM-fixed,0
TN,electricity,nuclear,Gen_III,2005,OM-fixed,0
TN,electricity,nuclear,Gen_III,2010,OM-fixed,0
TN,electricity,nuclear,Gen_III,2015,OM-fixed,0
TN,electricity,nuclear,Gen_III,2020,OM-fixed,0
TN,electricity,nuclear,Gen_III,2025,OM-fixed,0
TN,electricity,nuclear,Gen_III,2030,OM-fixed,0
TN,electricity,nuclear,Gen_III,2035,OM-fixed,0
TN,electricity,nuclear,Gen_III,2040,OM-fixed,0
TN,electricity,nuclear,Gen_III,2045,OM-fixed,0
TN,electricity,nuclear,Gen_III,2050,OM-fixed,0
TN,electricity,nuclear,Gen_III,2055,OM-fixed,0
TN,electricity,nuclear,Gen_III,2060,OM-fixed,0
TN,electricity,nuclear,Gen_III,2065,OM-fixed,0
TN,electricity,nuclear,Gen_III,2070,OM-fixed,0
TN,electricity,nuclear,Gen_III,2075,OM-fixed,0
TN,electricity,nuclear,Gen_III,2080,OM-fixed,0
TN,electricity,nuclear,Gen_III,2085,OM-fixed,0
TN,electricity,nuclear,Gen_III,2090,OM-fixed,0
TN,electricity,nuclear,Gen_III,2095,OM-fixed,0
TN,electricity,nuclear,Gen_III,2100,OM-fixed,0
TR,electricity,nuclear,Gen_III,1975,OM-fixed,0
TR,electricity,nuclear,Gen_III,1990,OM-fixed,0
TR,electricity,nuclear,Gen_III,2005,OM-fixed,0
TR,electricity,nuclear,Gen_III,2010,OM-fixed,0
TR,electricity,nuclear,Gen_III,2015,OM-fixed,0
TR,electricity,nuclear,Gen_III,2020,OM-fixed,0
TR,electricity,nuclear,Gen_III,2025,OM-fixed,0
TR,electricity,nuclear,Gen_III,2030,OM-fixed,0
TR,electricity,nuclear,Gen_III,2035,OM-fixed,0
TR,electricity,nuclear,Gen_III,2040,OM-fixed,0
TR,electricity,nuclear,Gen_III,2045,OM-fixed,0
TR,electricity,nuclear,Gen_III,2050,OM-fixed,0
TR,electricity,nuclear,Gen_III,2055,OM-fixed,0
TR,electricity,nuclear,Gen_III,2060,OM-fixed,0
TR,electricity,nuclear,Gen_III,2065,OM-fixed,0
TR,electricity,nuclear,Gen_III,2070,OM-fixed,0
TR,electricity,nuclear,Gen_III,2075,OM-fixed,0
TR,electricity,nuclear,Gen_III,2080,OM-fixed,0
TR,electricity,nuclear,Gen_III,2085,OM-fixed,0
TR,electricity,nuclear,Gen_III,2090,OM-fixed,0
TR,electricity,nuclear,Gen_III,2095,OM-fixed,0
TR,electricity,nuclear,Gen_III,2100,OM-fixed,0
TS,electricity,nuclear,Gen_III,1975,OM-fixed,0
TS,electricity,nuclear,Gen_III,1990,OM-fixed,0
TS,electricity,nuclear,Gen_III,2005,OM-fixed,0
TS,electricity,nuclear,Gen_III,2010,OM-fixed,0
TS,electricity,nuclear,Gen_III,2015,OM-fixed,0
TS,electricity,nuclear,Gen_III,2020,OM-fixed,0
TS,electricity,nuclear,Gen_III,2025,OM-fixed,0
TS,electricity,nuclear,Gen_III,2030,OM-fixed,0
TS,electricity,nuclear,Gen_III,2035,OM-fixed,0
TS,electricity,nuclear,Gen_III,2040,OM-fixed,0
TS,electricity,nuclear,Gen_III,2045,OM-fixed,0
TS,electricity,nuclear,Gen_III,2050,OM-fixed,0
TS,electricity,nuclear,Gen_III,2055,OM-fixed,0
TS,electricity,nuclear,Gen_III,2060,OM-fixed,0
TS,electricity,nuclear,Gen_III,2065,OM-fixed,0
TS,electricity,nuclear,Gen_III,2070,OM-fixed,0
TS,electricity,nuclear,Gen_III,2075,OM-fixed,0
TS,electricity,nuclear,Gen_III,2080,OM-fixed,0
TS,electricity,nuclear,Gen_III,2085,OM-fixed,0
TS,electricity,nuclear,Gen_III,2090,OM-fixed,0
TS,electricity,nuclear,Gen_III,2095,OM-fixed,0
TS,electricity,nuclear,Gen_III,2100,OM-fixed,0
UP,electricity,nuclear,Gen_III,1975,OM-fixed,0
UP,electricity,nuclear,Gen_III,1990,OM-fixed,0
UP,electricity,nuclear,Gen_III,2005,OM-fixed,0
UP,electricity,nuclear,Gen_III,2010,OM-fixed,0
UP,electricity,nuclear,Gen_III,2015,OM-fixed,0
UP,electricity,nuclear,Gen_III,2020,OM-fixed,0
UP,electricity,nuclear,Gen_III,2025,OM-fixed,0
UP,electricity,nuclear,Gen_III,2030,OM-fixed,0
UP,electricity,nuclear,Gen_III,2035,OM-fixed,0
UP,electricity,nuclear,Gen_III,2040,OM-fixed,0
UP,electricity,nuclear,Gen_III,2045,OM-fixed,0
UP,electricity,nuclear,Gen_III,2050,OM-fixed,0
UP,electricity,nuclear,Gen_III,2055,OM-fixed,0
UP,electricity,nuclear,Gen_III,2060,OM-fixed,0
UP,electricity,nuclear,Gen_III,2065,OM-fixed,0
UP,electricity,nuclear,Gen_III,2070,OM-fixed,0
UP,electricity,nuclear,Gen_III,2075,OM-fixed,0
UP,electricity,nuclear,Gen_III,2080,OM-fixed,0
UP,electricity,nuclear,Gen_III,2085,OM-fixed,0
UP,electricity,nuclear,Gen_III,2090,OM-fixed,0
UP,electricity,nuclear,Gen_III,2095,OM-fixed,0
UP,electricity,nuclear,Gen_III,2100,OM-fixed,0
UK,electricity,nuclear,Gen_III,1975,OM-fixed,0
UK,electricity,nuclear,Gen_III,1990,OM-fixed,0
UK,electricity,nuclear,Gen_III,2005,OM-fixed,0
UK,electricity,nuclear,Gen_III,2010,OM-fixed,0
UK,electricity,nuclear,Gen_III,2015,OM-fixed,0
UK,electricity,nuclear,Gen_III,2020,OM-fixed,0
UK,electricity,nuclear,Gen_III,2025,OM-fixed,0
UK,electricity,nuclear,Gen_III,2030,OM-fixed,0
UK,electricity,nuclear,Gen_III,2035,OM-fixed,0
UK,electricity,nuclear,Gen_III,2040,OM-fixed,0
UK,electricity,nuclear,Gen_III,2045,OM-fixed,0
UK,electricity,nuclear,Gen_III,2050,OM-fixed,0
UK,electricity,nuclear,Gen_III,2055,OM-fixed,0
UK,electricity,nuclear,Gen_III,2060,OM-fixed,0
UK,electricity,nuclear,Gen_III,2065,OM-fixed,0
UK,electricity,nuclear,Gen_III,2070,OM-fixed,0
UK,electricity,nuclear,Gen_III,2075,OM-fixed,0
UK,electricity,nuclear,Gen_III,2080,OM-fixed,0
UK,electricity,nuclear,Gen_III,2085,OM-fixed,0
UK,electricity,nuclear,Gen_III,2090,OM-fixed,0
UK,electricity,nuclear,Gen_III,2095,OM-fixed,0
UK,electricity,nuclear,Gen_III,2100,OM-fixed,0
WB,electricity,nuclear,Gen_III,1975,OM-fixed,0
WB,electricity,nuclear,Gen_III,1990,OM-fixed,0
WB,electricity,nuclear,Gen_III,2005,OM-fixed,0
WB,electricity,nuclear,Gen_III,2010,OM-fixed,0
WB,electricity,nuclear,Gen_III,2015,OM-fixed,0
WB,electricity,nuclear,Gen_III,2020,OM-fixed,0
WB,electricity,nuclear,Gen_III,2025,OM-fixed,0
WB,electricity,nuclear,Gen_III,2030,OM-fixed,0
WB,electricity,nuclear,Gen_III,2035,OM-fixed,0
WB,electricity,nuclear,Gen_III,2040,OM-fixed,0
WB,electricity,nuclear,Gen_III,2045,OM-fixed,0
WB,electricity,nuclear,Gen_III,2050,OM-fixed,0
WB,electricity,nuclear,Gen_III,2055,OM-fixed,0
WB,electricity,nuclear,Gen_III,2060,OM-fixed,0
WB,electricity,nuclear,Gen_III,2065,OM-fixed,0
WB,electricity,nuclear,Gen_III,2070,OM-fixed,0
WB,electricity,nuclear,Gen_III,2075,OM-fixed,0
WB,electricity,nuclear,Gen_III,2080,OM-fixed,0
WB,electricity,nuclear,Gen_III,2085,OM-fixed,0
WB,electricity,nuclear,Gen_III,2090,OM-fixed,0
WB,electricity,nuclear,Gen_III,2095,OM-fixed,0
WB,electricity,nuclear,Gen_III,2100,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
AN,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
AP,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
AR,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
AS,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
BR,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
CG,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
CH,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
DD,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
DL,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2030,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2035,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2040,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2045,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2050,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2055,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2060,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2065,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2070,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2075,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2080,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2085,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2090,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2095,OM-fixed,0
DN,electricity,nuclear,Gen_II_LWR,2100,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,1975,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,1990,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,2005,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,2010,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,2015,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,2020,OM-fixed,0
GA,electricity,nuclear,Gen_II_LWR,2025,OM-fixed,0
