INPUT_TABLE
Variable ID
RegionIntTechOMfixed

region,supplysector,subsector,intermittent.technology,year,input.OM.fixed,OM.fixed
MP,electricity,wind,onshore,2025,OM-fixed,0
NL,electricity,wind,onshore,2025,OM-fixed,0
OD,electricity,wind,onshore,2025,OM-fixed,0
PB,electricity,wind,onshore,2025,OM-fixed,0
PC,electricity,wind,onshore,2025,OM-fixed,0
RJ,electricity,wind,onshore,2025,OM-fixed,0
SK,electricity,wind,onshore,2025,OM-fixed,0
TN,electricity,wind,onshore,2025,OM-fixed,0
TR,electricity,wind,onshore,2025,OM-fixed,0
TS,electricity,wind,onshore,2025,OM-fixed,0
UP,electricity,wind,onshore,2025,OM-fixed,0
UK,electricity,wind,onshore,2025,OM-fixed,0
WB,electricity,wind,onshore,2025,OM-fixed,0
AN,electricity,wind,onshore,2025,OM-fixed,0
AP,electricity,wind,onshore,2025,OM-fixed,0
AR,electricity,wind,onshore,2025,OM-fixed,0
AS,electricity,wind,onshore,2025,OM-fixed,0
BR,electricity,wind,onshore,2025,OM-fixed,0
CG,electricity,wind,onshore,2025,OM-fixed,0
CH,electricity,wind,onshore,2025,OM-fixed,0
DD,electricity,wind,onshore,2025,OM-fixed,0
DL,electricity,wind,onshore,2025,OM-fixed,0
DN,electricity,wind,onshore,2025,OM-fixed,0
GA,electricity,wind,onshore,2025,OM-fixed,0
GJ,electricity,wind,onshore,2025,OM-fixed,0
HR,electricity,wind,onshore,2025,OM-fixed,0
HP,electricity,wind,onshore,2025,OM-fixed,0
JK,electricity,wind,onshore,2025,OM-fixed,0
JH,electricity,wind,onshore,2025,OM-fixed,0
LA,electricity,wind,onshore,2025,OM-fixed,0
LD,electricity,wind,onshore,2025,OM-fixed,0
KA,electricity,wind,onshore,2025,OM-fixed,0
KL,electricity,wind,onshore,2025,OM-fixed,0
MH,electricity,wind,onshore,2025,OM-fixed,0
ML,electricity,wind,onshore,2025,OM-fixed,0
MN,electricity,wind,onshore,2025,OM-fixed,0
MZ,electricity,wind,onshore,2025,OM-fixed,0
MP,electricity,wind,onshore,2025,OM-fixed,0
NL,electricity,wind,onshore,2025,OM-fixed,0
OD,electricity,wind,onshore,2025,OM-fixed,0
PB,electricity,wind,onshore,2025,OM-fixed,0
PC,electricity,wind,onshore,2025,OM-fixed,0
RJ,electricity,wind,onshore,2025,OM-fixed,0
SK,electricity,wind,onshore,2025,OM-fixed,0
TN,electricity,wind,onshore,2025,OM-fixed,0
TR,electricity,wind,onshore,2025,OM-fixed,0
TS,electricity,wind,onshore,2025,OM-fixed,0
UP,electricity,wind,onshore,2025,OM-fixed,0
UK,electricity,wind,onshore,2025,OM-fixed,0
WB,electricity,wind,onshore,2025,OM-fixed,0
AN,electricity,wind,onshore,2030,OM-fixed,0
AP,electricity,wind,onshore,2030,OM-fixed,0
AR,electricity,wind,onshore,2030,OM-fixed,0
AS,electricity,wind,onshore,2030,OM-fixed,0
BR,electricity,wind,onshore,2030,OM-fixed,0
CG,electricity,wind,onshore,2030,OM-fixed,0
CH,electricity,wind,onshore,2030,OM-fixed,0
DD,electricity,wind,onshore,2030,OM-fixed,0
DL,electricity,wind,onshore,2030,OM-fixed,0
DN,electricity,wind,onshore,2030,OM-fixed,0
GA,electricity,wind,onshore,2030,OM-fixed,0
GJ,electricity,wind,onshore,2030,OM-fixed,0
HR,electricity,wind,onshore,2030,OM-fixed,0
HP,electricity,wind,onshore,2030,OM-fixed,0
JK,electricity,wind,onshore,2030,OM-fixed,0
JH,electricity,wind,onshore,2030,OM-fixed,0
LA,electricity,wind,onshore,2030,OM-fixed,0
LD,electricity,wind,onshore,2030,OM-fixed,0
KA,electricity,wind,onshore,2030,OM-fixed,0
KL,electricity,wind,onshore,2030,OM-fixed,0
MH,electricity,wind,onshore,2030,OM-fixed,0
ML,electricity,wind,onshore,2030,OM-fixed,0
MN,electricity,wind,onshore,2030,OM-fixed,0
MZ,electricity,wind,onshore,2030,OM-fixed,0
MP,electricity,wind,onshore,2030,OM-fixed,0
NL,electricity,wind,onshore,2030,OM-fixed,0
OD,electricity,wind,onshore,2030,OM-fixed,0
PB,electricity,wind,onshore,2030,OM-fixed,0
PC,electricity,wind,onshore,2030,OM-fixed,0
RJ,electricity,wind,onshore,2030,OM-fixed,0
SK,electricity,wind,onshore,2030,OM-fixed,0
TN,electricity,wind,onshore,2030,OM-fixed,0
TR,electricity,wind,onshore,2030,OM-fixed,0
TS,electricity,wind,onshore,2030,OM-fixed,0
UP,electricity,wind,onshore,2030,OM-fixed,0
UK,electricity,wind,onshore,2030,OM-fixed,0
WB,electricity,wind,onshore,2030,OM-fixed,0
AN,electricity,wind,onshore,2030,OM-fixed,0
AP,electricity,wind,onshore,2030,OM-fixed,0
AR,electricity,wind,onshore,2030,OM-fixed,0
AS,electricity,wind,onshore,2030,OM-fixed,0
BR,electricity,wind,onshore,2030,OM-fixed,0
CG,electricity,wind,onshore,2030,OM-fixed,0
CH,electricity,wind,onshore,2030,OM-fixed,0
DD,electricity,wind,onshore,2030,OM-fixed,0
DL,electricity,wind,onshore,2030,OM-fixed,0
DN,electricity,wind,onshore,2030,OM-fixed,0
GA,electricity,wind,onshore,2030,OM-fixed,0
GJ,electricity,wind,onshore,2030,OM-fixed,0
HR,electricity,wind,onshore,2030,OM-fixed,0
HP,electricity,wind,onshore,2030,OM-fixed,0
JK,electricity,wind,onshore,2030,OM-fixed,0
JH,electricity,wind,onshore,2030,OM-fixed,0
LA,electricity,wind,onshore,2030,OM-fixed,0
LD,electricity,wind,onshore,2030,OM-fixed,0
KA,electricity,wind,onshore,2030,OM-fixed,0
KL,electricity,wind,onshore,2030,OM-fixed,0
MH,electricity,wind,onshore,2030,OM-fixed,0
ML,electricity,wind,onshore,2030,OM-fixed,0
MN,electricity,wind,onshore,2030,OM-fixed,0
MZ,electricity,wind,onshore,2030,OM-fixed,0
MP,electricity,wind,onshore,2030,OM-fixed,0
NL,electricity,wind,onshore,2030,OM-fixed,0
OD,electricity,wind,onshore,2030,OM-fixed,0
PB,electricity,wind,onshore,2030,OM-fixed,0
PC,electricity,wind,onshore,2030,OM-fixed,0
RJ,electricity,wind,onshore,2030,OM-fixed,0
SK,electricity,wind,onshore,2030,OM-fixed,0
TN,electricity,wind,onshore,2030,OM-fixed,0
TR,electricity,wind,onshore,2030,OM-fixed,0
TS,electricity,wind,onshore,2030,OM-fixed,0
UP,electricity,wind,onshore,2030,OM-fixed,0
UK,electricity,wind,onshore,2030,OM-fixed,0
WB,electricity,wind,onshore,2030,OM-fixed,0
AN,electricity,wind,onshore,2035,OM-fixed,0
AP,electricity,wind,onshore,2035,OM-fixed,0
AR,electricity,wind,onshore,2035,OM-fixed,0
AS,electricity,wind,onshore,2035,OM-fixed,0
BR,electricity,wind,onshore,2035,OM-fixed,0
CG,electricity,wind,onshore,2035,OM-fixed,0
CH,electricity,wind,onshore,2035,OM-fixed,0
DD,electricity,wind,onshore,2035,OM-fixed,0
DL,electricity,wind,onshore,2035,OM-fixed,0
DN,electricity,wind,onshore,2035,OM-fixed,0
GA,electricity,wind,onshore,2035,OM-fixed,0
GJ,electricity,wind,onshore,2035,OM-fixed,0
HR,electricity,wind,onshore,2035,OM-fixed,0
HP,electricity,wind,onshore,2035,OM-fixed,0
JK,electricity,wind,onshore,2035,OM-fixed,0
JH,electricity,wind,onshore,2035,OM-fixed,0
LA,electricity,wind,onshore,2035,OM-fixed,0
LD,electricity,wind,onshore,2035,OM-fixed,0
KA,electricity,wind,onshore,2035,OM-fixed,0
KL,electricity,wind,onshore,2035,OM-fixed,0
MH,electricity,wind,onshore,2035,OM-fixed,0
ML,electricity,wind,onshore,2035,OM-fixed,0
MN,electricity,wind,onshore,2035,OM-fixed,0
MZ,electricity,wind,onshore,2035,OM-fixed,0
MP,electricity,wind,onshore,2035,OM-fixed,0
NL,electricity,wind,onshore,2035,OM-fixed,0
OD,electricity,wind,onshore,2035,OM-fixed,0
PB,electricity,wind,onshore,2035,OM-fixed,0
PC,electricity,wind,onshore,2035,OM-fixed,0
RJ,electricity,wind,onshore,2035,OM-fixed,0
SK,electricity,wind,onshore,2035,OM-fixed,0
TN,electricity,wind,onshore,2035,OM-fixed,0
TR,electricity,wind,onshore,2035,OM-fixed,0
TS,electricity,wind,onshore,2035,OM-fixed,0
UP,electricity,wind,onshore,2035,OM-fixed,0
UK,electricity,wind,onshore,2035,OM-fixed,0
WB,electricity,wind,onshore,2035,OM-fixed,0
AN,electricity,wind,onshore,2035,OM-fixed,0
AP,electricity,wind,onshore,2035,OM-fixed,0
AR,electricity,wind,onshore,2035,OM-fixed,0
AS,electricity,wind,onshore,2035,OM-fixed,0
BR,electricity,wind,onshore,2035,OM-fixed,0
CG,electricity,wind,onshore,2035,OM-fixed,0
CH,electricity,wind,onshore,2035,OM-fixed,0
DD,electricity,wind,onshore,2035,OM-fixed,0
DL,electricity,wind,onshore,2035,OM-fixed,0
DN,electricity,wind,onshore,2035,OM-fixed,0
GA,electricity,wind,onshore,2035,OM-fixed,0
GJ,electricity,wind,onshore,2035,OM-fixed,0
HR,electricity,wind,onshore,2035,OM-fixed,0
HP,electricity,wind,onshore,2035,OM-fixed,0
JK,electricity,wind,onshore,2035,OM-fixed,0
JH,electricity,wind,onshore,2035,OM-fixed,0
LA,electricity,wind,onshore,2035,OM-fixed,0
LD,electricity,wind,onshore,2035,OM-fixed,0
KA,electricity,wind,onshore,2035,OM-fixed,0
KL,electricity,wind,onshore,2035,OM-fixed,0
MH,electricity,wind,onshore,2035,OM-fixed,0
ML,electricity,wind,onshore,2035,OM-fixed,0
MN,electricity,wind,onshore,2035,OM-fixed,0
MZ,electricity,wind,onshore,2035,OM-fixed,0
MP,electricity,wind,onshore,2035,OM-fixed,0
NL,electricity,wind,onshore,2035,OM-fixed,0
OD,electricity,wind,onshore,2035,OM-fixed,0
PB,electricity,wind,onshore,2035,OM-fixed,0
PC,electricity,wind,onshore,2035,OM-fixed,0
RJ,electricity,wind,onshore,2035,OM-fixed,0
SK,electricity,wind,onshore,2035,OM-fixed,0
TN,electricity,wind,onshore,2035,OM-fixed,0
TR,electricity,wind,onshore,2035,OM-fixed,0
TS,electricity,wind,onshore,2035,OM-fixed,0
UP,electricity,wind,onshore,2035,OM-fixed,0
UK,electricity,wind,onshore,2035,OM-fixed,0
WB,electricity,wind,onshore,2035,OM-fixed,0
AN,electricity,wind,onshore,2040,OM-fixed,0
AP,electricity,wind,onshore,2040,OM-fixed,0
AR,electricity,wind,onshore,2040,OM-fixed,0
AS,electricity,wind,onshore,2040,OM-fixed,0
BR,electricity,wind,onshore,2040,OM-fixed,0
CG,electricity,wind,onshore,2040,OM-fixed,0
CH,electricity,wind,onshore,2040,OM-fixed,0
DD,electricity,wind,onshore,2040,OM-fixed,0
DL,electricity,wind,onshore,2040,OM-fixed,0
DN,electricity,wind,onshore,2040,OM-fixed,0
GA,electricity,wind,onshore,2040,OM-fixed,0
GJ,electricity,wind,onshore,2040,OM-fixed,0
HR,electricity,wind,onshore,2040,OM-fixed,0
HP,electricity,wind,onshore,2040,OM-fixed,0
JK,electricity,wind,onshore,2040,OM-fixed,0
JH,electricity,wind,onshore,2040,OM-fixed,0
LA,electricity,wind,onshore,2040,OM-fixed,0
LD,electricity,wind,onshore,2040,OM-fixed,0
KA,electricity,wind,onshore,2040,OM-fixed,0
KL,electricity,wind,onshore,2040,OM-fixed,0
MH,electricity,wind,onshore,2040,OM-fixed,0
ML,electricity,wind,onshore,2040,OM-fixed,0
MN,electricity,wind,onshore,2040,OM-fixed,0
MZ,electricity,wind,onshore,2040,OM-fixed,0
MP,electricity,wind,onshore,2040,OM-fixed,0
NL,electricity,wind,onshore,2040,OM-fixed,0
OD,electricity,wind,onshore,2040,OM-fixed,0
PB,electricity,wind,onshore,2040,OM-fixed,0
PC,electricity,wind,onshore,2040,OM-fixed,0
RJ,electricity,wind,onshore,2040,OM-fixed,0
SK,electricity,wind,onshore,2040,OM-fixed,0
TN,electricity,wind,onshore,2040,OM-fixed,0
TR,electricity,wind,onshore,2040,OM-fixed,0
TS,electricity,wind,onshore,2040,OM-fixed,0
UP,electricity,wind,onshore,2040,OM-fixed,0
UK,electricity,wind,onshore,2040,OM-fixed,0
WB,electricity,wind,onshore,2040,OM-fixed,0
AN,electricity,wind,onshore,2040,OM-fixed,0
AP,electricity,wind,onshore,2040,OM-fixed,0
AR,electricity,wind,onshore,2040,OM-fixed,0
AS,electricity,wind,onshore,2040,OM-fixed,0
BR,electricity,wind,onshore,2040,OM-fixed,0
CG,electricity,wind,onshore,2040,OM-fixed,0
CH,electricity,wind,onshore,2040,OM-fixed,0
DD,electricity,wind,onshore,2040,OM-fixed,0
DL,electricity,wind,onshore,2040,OM-fixed,0
DN,electricity,wind,onshore,2040,OM-fixed,0
GA,electricity,wind,onshore,2040,OM-fixed,0
GJ,electricity,wind,onshore,2040,OM-fixed,0
HR,electricity,wind,onshore,2040,OM-fixed,0
HP,electricity,wind,onshore,2040,OM-fixed,0
JK,electricity,wind,onshore,2040,OM-fixed,0
JH,electricity,wind,onshore,2040,OM-fixed,0
LA,electricity,wind,onshore,2040,OM-fixed,0
LD,electricity,wind,onshore,2040,OM-fixed,0
KA,electricity,wind,onshore,2040,OM-fixed,0
KL,electricity,wind,onshore,2040,OM-fixed,0
MH,electricity,wind,onshore,2040,OM-fixed,0
ML,electricity,wind,onshore,2040,OM-fixed,0
MN,electricity,wind,onshore,2040,OM-fixed,0
MZ,electricity,wind,onshore,2040,OM-fixed,0
MP,electricity,wind,onshore,2040,OM-fixed,0
NL,electricity,wind,onshore,2040,OM-fixed,0
OD,electricity,wind,onshore,2040,OM-fixed,0
PB,electricity,wind,onshore,2040,OM-fixed,0
PC,electricity,wind,onshore,2040,OM-fixed,0
RJ,electricity,wind,onshore,2040,OM-fixed,0
SK,electricity,wind,onshore,2040,OM-fixed,0
TN,electricity,wind,onshore,2040,OM-fixed,0
TR,electricity,wind,onshore,2040,OM-fixed,0
TS,electricity,wind,onshore,2040,OM-fixed,0
UP,electricity,wind,onshore,2040,OM-fixed,0
UK,electricity,wind,onshore,2040,OM-fixed,0
WB,electricity,wind,onshore,2040,OM-fixed,0
AN,electricity,wind,onshore,2045,OM-fixed,0
AP,electricity,wind,onshore,2045,OM-fixed,0
AR,electricity,wind,onshore,2045,OM-fixed,0
AS,electricity,wind,onshore,2045,OM-fixed,0
BR,electricity,wind,onshore,2045,OM-fixed,0
CG,electricity,wind,onshore,2045,OM-fixed,0
CH,electricity,wind,onshore,2045,OM-fixed,0
DD,electricity,wind,onshore,2045,OM-fixed,0
DL,electricity,wind,onshore,2045,OM-fixed,0
DN,electricity,wind,onshore,2045,OM-fixed,0
GA,electricity,wind,onshore,2045,OM-fixed,0
GJ,electricity,wind,onshore,2045,OM-fixed,0
HR,electricity,wind,onshore,2045,OM-fixed,0
HP,electricity,wind,onshore,2045,OM-fixed,0
JK,electricity,wind,onshore,2045,OM-fixed,0
JH,electricity,wind,onshore,2045,OM-fixed,0
LA,electricity,wind,onshore,2045,OM-fixed,0
LD,electricity,wind,onshore,2045,OM-fixed,0
KA,electricity,wind,onshore,2045,OM-fixed,0
KL,electricity,wind,onshore,2045,OM-fixed,0
MH,electricity,wind,onshore,2045,OM-fixed,0
ML,electricity,wind,onshore,2045,OM-fixed,0
MN,electricity,wind,onshore,2045,OM-fixed,0
MZ,electricity,wind,onshore,2045,OM-fixed,0
MP,electricity,wind,onshore,2045,OM-fixed,0
NL,electricity,wind,onshore,2045,OM-fixed,0
OD,electricity,wind,onshore,2045,OM-fixed,0
PB,electricity,wind,onshore,2045,OM-fixed,0
PC,electricity,wind,onshore,2045,OM-fixed,0
RJ,electricity,wind,onshore,2045,OM-fixed,0
SK,electricity,wind,onshore,2045,OM-fixed,0
TN,electricity,wind,onshore,2045,OM-fixed,0
TR,electricity,wind,onshore,2045,OM-fixed,0
TS,electricity,wind,onshore,2045,OM-fixed,0
UP,electricity,wind,onshore,2045,OM-fixed,0
UK,electricity,wind,onshore,2045,OM-fixed,0
WB,electricity,wind,onshore,2045,OM-fixed,0
AN,electricity,wind,onshore,2045,OM-fixed,0
AP,electricity,wind,onshore,2045,OM-fixed,0
AR,electricity,wind,onshore,2045,OM-fixed,0
AS,electricity,wind,onshore,2045,OM-fixed,0
BR,electricity,wind,onshore,2045,OM-fixed,0
CG,electricity,wind,onshore,2045,OM-fixed,0
CH,electricity,wind,onshore,2045,OM-fixed,0
DD,electricity,wind,onshore,2045,OM-fixed,0
DL,electricity,wind,onshore,2045,OM-fixed,0
DN,electricity,wind,onshore,2045,OM-fixed,0
GA,electricity,wind,onshore,2045,OM-fixed,0
GJ,electricity,wind,onshore,2045,OM-fixed,0
HR,electricity,wind,onshore,2045,OM-fixed,0
HP,electricity,wind,onshore,2045,OM-fixed,0
JK,electricity,wind,onshore,2045,OM-fixed,0
JH,electricity,wind,onshore,2045,OM-fixed,0
LA,electricity,wind,onshore,2045,OM-fixed,0
LD,electricity,wind,onshore,2045,OM-fixed,0
KA,electricity,wind,onshore,2045,OM-fixed,0
KL,electricity,wind,onshore,2045,OM-fixed,0
MH,electricity,wind,onshore,2045,OM-fixed,0
ML,electricity,wind,onshore,2045,OM-fixed,0
MN,electricity,wind,onshore,2045,OM-fixed,0
MZ,electricity,wind,onshore,2045,OM-fixed,0
MP,electricity,wind,onshore,2045,OM-fixed,0
NL,electricity,wind,onshore,2045,OM-fixed,0
OD,electricity,wind,onshore,2045,OM-fixed,0
PB,electricity,wind,onshore,2045,OM-fixed,0
PC,electricity,wind,onshore,2045,OM-fixed,0
RJ,electricity,wind,onshore,2045,OM-fixed,0
SK,electricity,wind,onshore,2045,OM-fixed,0
TN,electricity,wind,onshore,2045,OM-fixed,0
TR,electricity,wind,onshore,2045,OM-fixed,0
TS,electricity,wind,onshore,2045,OM-fixed,0
UP,electricity,wind,onshore,2045,OM-fixed,0
UK,electricity,wind,onshore,2045,OM-fixed,0
WB,electricity,wind,onshore,2045,OM-fixed,0
AN,electricity,wind,onshore,2050,OM-fixed,0
AP,electricity,wind,onshore,2050,OM-fixed,0
AR,electricity,wind,onshore,2050,OM-fixed,0
AS,electricity,wind,onshore,2050,OM-fixed,0
BR,electricity,wind,onshore,2050,OM-fixed,0
CG,electricity,wind,onshore,2050,OM-fixed,0
CH,electricity,wind,onshore,2050,OM-fixed,0
DD,electricity,wind,onshore,2050,OM-fixed,0
DL,electricity,wind,onshore,2050,OM-fixed,0
DN,electricity,wind,onshore,2050,OM-fixed,0
GA,electricity,wind,onshore,2050,OM-fixed,0
GJ,electricity,wind,onshore,2050,OM-fixed,0
HR,electricity,wind,onshore,2050,OM-fixed,0
HP,electricity,wind,onshore,2050,OM-fixed,0
JK,electricity,wind,onshore,2050,OM-fixed,0
JH,electricity,wind,onshore,2050,OM-fixed,0
LA,electricity,wind,onshore,2050,OM-fixed,0
LD,electricity,wind,onshore,2050,OM-fixed,0
KA,electricity,wind,onshore,2050,OM-fixed,0
KL,electricity,wind,onshore,2050,OM-fixed,0
MH,electricity,wind,onshore,2050,OM-fixed,0
ML,electricity,wind,onshore,2050,OM-fixed,0
MN,electricity,wind,onshore,2050,OM-fixed,0
MZ,electricity,wind,onshore,2050,OM-fixed,0
MP,electricity,wind,onshore,2050,OM-fixed,0
NL,electricity,wind,onshore,2050,OM-fixed,0
OD,electricity,wind,onshore,2050,OM-fixed,0
PB,electricity,wind,onshore,2050,OM-fixed,0
PC,electricity,wind,onshore,2050,OM-fixed,0
RJ,electricity,wind,onshore,2050,OM-fixed,0
SK,electricity,wind,onshore,2050,OM-fixed,0
TN,electricity,wind,onshore,2050,OM-fixed,0
TR,electricity,wind,onshore,2050,OM-fixed,0
TS,electricity,wind,onshore,2050,OM-fixed,0
UP,electricity,wind,onshore,2050,OM-fixed,0
UK,electricity,wind,onshore,2050,OM-fixed,0
WB,electricity,wind,onshore,2050,OM-fixed,0
AN,electricity,wind,onshore,2050,OM-fixed,0
AP,electricity,wind,onshore,2050,OM-fixed,0
AR,electricity,wind,onshore,2050,OM-fixed,0
AS,electricity,wind,onshore,2050,OM-fixed,0
BR,electricity,wind,onshore,2050,OM-fixed,0
CG,electricity,wind,onshore,2050,OM-fixed,0
CH,electricity,wind,onshore,2050,OM-fixed,0
DD,electricity,wind,onshore,2050,OM-fixed,0
DL,electricity,wind,onshore,2050,OM-fixed,0
DN,electricity,wind,onshore,2050,OM-fixed,0
GA,electricity,wind,onshore,2050,OM-fixed,0
GJ,electricity,wind,onshore,2050,OM-fixed,0
HR,electricity,wind,onshore,2050,OM-fixed,0
HP,electricity,wind,onshore,2050,OM-fixed,0
JK,electricity,wind,onshore,2050,OM-fixed,0
JH,electricity,wind,onshore,2050,OM-fixed,0
LA,electricity,wind,onshore,2050,OM-fixed,0
LD,electricity,wind,onshore,2050,OM-fixed,0
KA,electricity,wind,onshore,2050,OM-fixed,0
KL,electricity,wind,onshore,2050,OM-fixed,0
MH,electricity,wind,onshore,2050,OM-fixed,0
ML,electricity,wind,onshore,2050,OM-fixed,0
MN,electricity,wind,onshore,2050,OM-fixed,0
MZ,electricity,wind,onshore,2050,OM-fixed,0
MP,electricity,wind,onshore,2050,OM-fixed,0
NL,electricity,wind,onshore,2050,OM-fixed,0
OD,electricity,wind,onshore,2050,OM-fixed,0
PB,electricity,wind,onshore,2050,OM-fixed,0
PC,electricity,wind,onshore,2050,OM-fixed,0
RJ,electricity,wind,onshore,2050,OM-fixed,0
SK,electricity,wind,onshore,2050,OM-fixed,0
TN,electricity,wind,onshore,2050,OM-fixed,0
TR,electricity,wind,onshore,2050,OM-fixed,0
TS,electricity,wind,onshore,2050,OM-fixed,0
UP,electricity,wind,onshore,2050,OM-fixed,0
UK,electricity,wind,onshore,2050,OM-fixed,0
WB,electricity,wind,onshore,2050,OM-fixed,0
AN,electricity,wind,onshore,2055,OM-fixed,0
AP,electricity,wind,onshore,2055,OM-fixed,0
AR,electricity,wind,onshore,2055,OM-fixed,0
AS,electricity,wind,onshore,2055,OM-fixed,0
BR,electricity,wind,onshore,2055,OM-fixed,0
CG,electricity,wind,onshore,2055,OM-fixed,0
CH,electricity,wind,onshore,2055,OM-fixed,0
DD,electricity,wind,onshore,2055,OM-fixed,0
DL,electricity,wind,onshore,2055,OM-fixed,0
DN,electricity,wind,onshore,2055,OM-fixed,0
GA,electricity,wind,onshore,2055,OM-fixed,0
GJ,electricity,wind,onshore,2055,OM-fixed,0
HR,electricity,wind,onshore,2055,OM-fixed,0
HP,electricity,wind,onshore,2055,OM-fixed,0
JK,electricity,wind,onshore,2055,OM-fixed,0
JH,electricity,wind,onshore,2055,OM-fixed,0
LA,electricity,wind,onshore,2055,OM-fixed,0
LD,electricity,wind,onshore,2055,OM-fixed,0
KA,electricity,wind,onshore,2055,OM-fixed,0
KL,electricity,wind,onshore,2055,OM-fixed,0
MH,electricity,wind,onshore,2055,OM-fixed,0
ML,electricity,wind,onshore,2055,OM-fixed,0
MN,electricity,wind,onshore,2055,OM-fixed,0
MZ,electricity,wind,onshore,2055,OM-fixed,0
MP,electricity,wind,onshore,2055,OM-fixed,0
NL,electricity,wind,onshore,2055,OM-fixed,0
OD,electricity,wind,onshore,2055,OM-fixed,0
PB,electricity,wind,onshore,2055,OM-fixed,0
PC,electricity,wind,onshore,2055,OM-fixed,0
RJ,electricity,wind,onshore,2055,OM-fixed,0
SK,electricity,wind,onshore,2055,OM-fixed,0
TN,electricity,wind,onshore,2055,OM-fixed,0
TR,electricity,wind,onshore,2055,OM-fixed,0
TS,electricity,wind,onshore,2055,OM-fixed,0
UP,electricity,wind,onshore,2055,OM-fixed,0
UK,electricity,wind,onshore,2055,OM-fixed,0
WB,electricity,wind,onshore,2055,OM-fixed,0
AN,electricity,wind,onshore,2055,OM-fixed,0
AP,electricity,wind,onshore,2055,OM-fixed,0
AR,electricity,wind,onshore,2055,OM-fixed,0
AS,electricity,wind,onshore,2055,OM-fixed,0
BR,electricity,wind,onshore,2055,OM-fixed,0
CG,electricity,wind,onshore,2055,OM-fixed,0
CH,electricity,wind,onshore,2055,OM-fixed,0
DD,electricity,wind,onshore,2055,OM-fixed,0
DL,electricity,wind,onshore,2055,OM-fixed,0
DN,electricity,wind,onshore,2055,OM-fixed,0
GA,electricity,wind,onshore,2055,OM-fixed,0
GJ,electricity,wind,onshore,2055,OM-fixed,0
HR,electricity,wind,onshore,2055,OM-fixed,0
HP,electricity,wind,onshore,2055,OM-fixed,0
JK,electricity,wind,onshore,2055,OM-fixed,0
JH,electricity,wind,onshore,2055,OM-fixed,0
LA,electricity,wind,onshore,2055,OM-fixed,0
LD,electricity,wind,onshore,2055,OM-fixed,0
KA,electricity,wind,onshore,2055,OM-fixed,0
KL,electricity,wind,onshore,2055,OM-fixed,0
MH,electricity,wind,onshore,2055,OM-fixed,0
ML,electricity,wind,onshore,2055,OM-fixed,0
MN,electricity,wind,onshore,2055,OM-fixed,0
MZ,electricity,wind,onshore,2055,OM-fixed,0
MP,electricity,wind,onshore,2055,OM-fixed,0
NL,electricity,wind,onshore,2055,OM-fixed,0
OD,electricity,wind,onshore,2055,OM-fixed,0
PB,electricity,wind,onshore,2055,OM-fixed,0
PC,electricity,wind,onshore,2055,OM-fixed,0
RJ,electricity,wind,onshore,2055,OM-fixed,0
SK,electricity,wind,onshore,2055,OM-fixed,0
TN,electricity,wind,onshore,2055,OM-fixed,0
TR,electricity,wind,onshore,2055,OM-fixed,0
TS,electricity,wind,onshore,2055,OM-fixed,0
UP,electricity,wind,onshore,2055,OM-fixed,0
UK,electricity,wind,onshore,2055,OM-fixed,0
WB,electricity,wind,onshore,2055,OM-fixed,0
AN,electricity,wind,onshore,2060,OM-fixed,0
AP,electricity,wind,onshore,2060,OM-fixed,0
AR,electricity,wind,onshore,2060,OM-fixed,0
AS,electricity,wind,onshore,2060,OM-fixed,0
BR,electricity,wind,onshore,2060,OM-fixed,0
CG,electricity,wind,onshore,2060,OM-fixed,0
CH,electricity,wind,onshore,2060,OM-fixed,0
DD,electricity,wind,onshore,2060,OM-fixed,0
DL,electricity,wind,onshore,2060,OM-fixed,0
DN,electricity,wind,onshore,2060,OM-fixed,0
GA,electricity,wind,onshore,2060,OM-fixed,0
