INPUT_TABLE
Variable ID
RegionIntTechOMfixed

region,supplysector,subsector,intermittent.technology,year,input.OM.fixed,OM.fixed
MP,electricity,wind,offshore,2035,OM-fixed,0
NL,electricity,wind,offshore,2035,OM-fixed,0
OD,electricity,wind,offshore,2035,OM-fixed,0
PB,electricity,wind,offshore,2035,OM-fixed,0
PC,electricity,wind,offshore,2035,OM-fixed,0
RJ,electricity,wind,offshore,2035,OM-fixed,0
SK,electricity,wind,offshore,2035,OM-fixed,0
TN,electricity,wind,offshore,2035,OM-fixed,0
TR,electricity,wind,offshore,2035,OM-fixed,0
TS,electricity,wind,offshore,2035,OM-fixed,0
UP,electricity,wind,offshore,2035,OM-fixed,0
UK,electricity,wind,offshore,2035,OM-fixed,0
WB,electricity,wind,offshore,2035,OM-fixed,0
AN,electricity,wind,offshore,2035,OM-fixed,0
AP,electricity,wind,offshore,2035,OM-fixed,0
AR,electricity,wind,offshore,2035,OM-fixed,0
AS,electricity,wind,offshore,2035,OM-fixed,0
BR,electricity,wind,offshore,2035,OM-fixed,0
CG,electricity,wind,offshore,2035,OM-fixed,0
CH,electricity,wind,offshore,2035,OM-fixed,0
DD,electricity,wind,offshore,2035,OM-fixed,0
DL,electricity,wind,offshore,2035,OM-fixed,0
DN,electricity,wind,offshore,2035,OM-fixed,0
GA,electricity,wind,offshore,2035,OM-fixed,0
GJ,electricity,wind,offshore,2035,OM-fixed,0
HR,electricity,wind,offshore,2035,OM-fixed,0
HP,electricity,wind,offshore,2035,OM-fixed,0
JK,electricity,wind,offshore,2035,OM-fixed,0
JH,electricity,wind,offshore,2035,OM-fixed,0
LA,electricity,wind,offshore,2035,OM-fixed,0
LD,electricity,wind,offshore,2035,OM-fixed,0
KA,electricity,wind,offshore,2035,OM-fixed,0
KL,electricity,wind,offshore,2035,OM-fixed,0
MH,electricity,wind,offshore,2035,OM-fixed,0
ML,electricity,wind,offshore,2035,OM-fixed,0
MN,electricity,wind,offshore,2035,OM-fixed,0
MZ,electricity,wind,offshore,2035,OM-fixed,0
MP,electricity,wind,offshore,2035,OM-fixed,0
NL,electricity,wind,offshore,2035,OM-fixed,0
OD,electricity,wind,offshore,2035,OM-fixed,0
PB,electricity,wind,offshore,2035,OM-fixed,0
PC,electricity,wind,offshore,2035,OM-fixed,0
RJ,electricity,wind,offshore,2035,OM-fixed,0
SK,electricity,wind,offshore,2035,OM-fixed,0
TN,electricity,wind,offshore,2035,OM-fixed,0
TR,electricity,wind,offshore,2035,OM-fixed,0
TS,electricity,wind,offshore,2035,OM-fixed,0
UP,electricity,wind,offshore,2035,OM-fixed,0
UK,electricity,wind,offshore,2035,OM-fixed,0
WB,electricity,wind,offshore,2035,OM-fixed,0
AN,electricity,wind,offshore,2040,OM-fixed,0
AP,electricity,wind,offshore,2040,OM-fixed,0
AR,electricity,wind,offshore,2040,OM-fixed,0
AS,electricity,wind,offshore,2040,OM-fixed,0
BR,electricity,wind,offshore,2040,OM-fixed,0
CG,electricity,wind,offshore,2040,OM-fixed,0
CH,electricity,wind,offshore,2040,OM-fixed,0
DD,electricity,wind,offshore,2040,OM-fixed,0
DL,electricity,wind,offshore,2040,OM-fixed,0
DN,electricity,wind,offshore,2040,OM-fixed,0
GA,electricity,wind,offshore,2040,OM-fixed,0
GJ,electricity,wind,offshore,2040,OM-fixed,0
HR,electricity,wind,offshore,2040,OM-fixed,0
HP,electricity,wind,offshore,2040,OM-fixed,0
JK,electricity,wind,offshore,2040,OM-fixed,0
JH,electricity,wind,offshore,2040,OM-fixed,0
LA,electricity,wind,offshore,2040,OM-fixed,0
LD,electricity,wind,offshore,2040,OM-fixed,0
KA,electricity,wind,offshore,2040,OM-fixed,0
KL,electricity,wind,offshore,2040,OM-fixed,0
MH,electricity,wind,offshore,2040,OM-fixed,0
ML,electricity,wind,offshore,2040,OM-fixed,0
MN,electricity,wind,offshore,2040,OM-fixed,0
MZ,electricity,wind,offshore,2040,OM-fixed,0
MP,electricity,wind,offshore,2040,OM-fixed,0
NL,electricity,wind,offshore,2040,OM-fixed,0
OD,electricity,wind,offshore,2040,OM-fixed,0
PB,electricity,wind,offshore,2040,OM-fixed,0
PC,electricity,wind,offshore,2040,OM-fixed,0
RJ,electricity,wind,offshore,2040,OM-fixed,0
SK,electricity,wind,offshore,2040,OM-fixed,0
TN,electricity,wind,offshore,2040,OM-fixed,0
TR,electricity,wind,offshore,2040,OM-fixed,0
TS,electricity,wind,offshore,2040,OM-fixed,0
UP,electricity,wind,offshore,2040,OM-fixed,0
UK,electricity,wind,offshore,2040,OM-fixed,0
WB,electricity,wind,offshore,2040,OM-fixed,0
AN,electricity,wind,offshore,2040,OM-fixed,0
AP,electricity,wind,offshore,2040,OM-fixed,0
AR,electricity,wind,offshore,2040,OM-fixed,0
AS,electricity,wind,offshore,2040,OM-fixed,0
BR,electricity,wind,offshore,2040,OM-fixed,0
CG,electricity,wind,offshore,2040,OM-fixed,0
CH,electricity,wind,offshore,2040,OM-fixed,0
DD,electricity,wind,offshore,2040,OM-fixed,0
DL,electricity,wind,offshore,2040,OM-fixed,0
DN,electricity,wind,offshore,2040,OM-fixed,0
GA,electricity,wind,offshore,2040,OM-fixed,0
GJ,electricity,wind,offshore,2040,OM-fixed,0
HR,electricity,wind,offshore,2040,OM-fixed,0
HP,electricity,wind,offshore,2040,OM-fixed,0
JK,electricity,wind,offshore,2040,OM-fixed,0
JH,electricity,wind,offshore,2040,OM-fixed,0
LA,electricity,wind,offshore,2040,OM-fixed,0
LD,electricity,wind,offshore,2040,OM-fixed,0
KA,electricity,wind,offshore,2040,OM-fixed,0
KL,electricity,wind,offshore,2040,OM-fixed,0
MH,electricity,wind,offshore,2040,OM-fixed,0
ML,electricity,wind,offshore,2040,OM-fixed,0
MN,electricity,wind,offshore,2040,OM-fixed,0
MZ,electricity,wind,offshore,2040,OM-fixed,0
MP,electricity,wind,offshore,2040,OM-fixed,0
NL,electricity,wind,offshore,2040,OM-fixed,0
OD,electricity,wind,offshore,2040,OM-fixed,0
PB,electricity,wind,offshore,2040,OM-fixed,0
PC,electricity,wind,offshore,2040,OM-fixed,0
RJ,electricity,wind,offshore,2040,OM-fixed,0
SK,electricity,wind,offshore,2040,OM-fixed,0
TN,electricity,wind,offshore,2040,OM-fixed,0
TR,electricity,wind,offshore,2040,OM-fixed,0
TS,electricity,wind,offshore,2040,OM-fixed,0
UP,electricity,wind,offshore,2040,OM-fixed,0
UK,electricity,wind,offshore,2040,OM-fixed,0
WB,electricity,wind,offshore,2040,OM-fixed,0
AN,electricity,wind,offshore,2045,OM-fixed,0
AP,electricity,wind,offshore,2045,OM-fixed,0
AR,electricity,wind,offshore,2045,OM-fixed,0
AS,electricity,wind,offshore,2045,OM-fixed,0
BR,electricity,wind,offshore,2045,OM-fixed,0
CG,electricity,wind,offshore,2045,OM-fixed,0
CH,electricity,wind,offshore,2045,OM-fixed,0
DD,electricity,wind,offshore,2045,OM-fixed,0
DL,electricity,wind,offshore,2045,OM-fixed,0
DN,electricity,wind,offshore,2045,OM-fixed,0
GA,electricity,wind,offshore,2045,OM-fixed,0
GJ,electricity,wind,offshore,2045,OM-fixed,0
HR,electricity,wind,offshore,2045,OM-fixed,0
HP,electricity,wind,offshore,2045,OM-fixed,0
JK,electricity,wind,offshore,2045,OM-fixed,0
JH,electricity,wind,offshore,2045,OM-fixed,0
LA,electricity,wind,offshore,2045,OM-fixed,0
LD,electricity,wind,offshore,2045,OM-fixed,0
KA,electricity,wind,offshore,2045,OM-fixed,0
KL,electricity,wind,offshore,2045,OM-fixed,0
MH,electricity,wind,offshore,2045,OM-fixed,0
ML,electricity,wind,offshore,2045,OM-fixed,0
MN,electricity,wind,offshore,2045,OM-fixed,0
MZ,electricity,wind,offshore,2045,OM-fixed,0
MP,electricity,wind,offshore,2045,OM-fixed,0
NL,electricity,wind,offshore,2045,OM-fixed,0
OD,electricity,wind,offshore,2045,OM-fixed,0
PB,electricity,wind,offshore,2045,OM-fixed,0
PC,electricity,wind,offshore,2045,OM-fixed,0
RJ,electricity,wind,offshore,2045,OM-fixed,0
SK,electricity,wind,offshore,2045,OM-fixed,0
TN,electricity,wind,offshore,2045,OM-fixed,0
TR,electricity,wind,offshore,2045,OM-fixed,0
TS,electricity,wind,offshore,2045,OM-fixed,0
UP,electricity,wind,offshore,2045,OM-fixed,0
UK,electricity,wind,offshore,2045,OM-fixed,0
WB,electricity,wind,offshore,2045,OM-fixed,0
AN,electricity,wind,offshore,2045,OM-fixed,0
AP,electricity,wind,offshore,2045,OM-fixed,0
AR,electricity,wind,offshore,2045,OM-fixed,0
AS,electricity,wind,offshore,2045,OM-fixed,0
BR,electricity,wind,offshore,2045,OM-fixed,0
CG,electricity,wind,offshore,2045,OM-fixed,0
CH,electricity,wind,offshore,2045,OM-fixed,0
DD,electricity,wind,offshore,2045,OM-fixed,0
DL,electricity,wind,offshore,2045,OM-fixed,0
DN,electricity,wind,offshore,2045,OM-fixed,0
GA,electricity,wind,offshore,2045,OM-fixed,0
GJ,electricity,wind,offshore,2045,OM-fixed,0
HR,electricity,wind,offshore,2045,OM-fixed,0
HP,electricity,wind,offshore,2045,OM-fixed,0
JK,electricity,wind,offshore,2045,OM-fixed,0
JH,electricity,wind,offshore,2045,OM-fixed,0
LA,electricity,wind,offshore,2045,OM-fixed,0
LD,electricity,wind,offshore,2045,OM-fixed,0
KA,electricity,wind,offshore,2045,OM-fixed,0
KL,electricity,wind,offshore,2045,OM-fixed,0
MH,electricity,wind,offshore,2045,OM-fixed,0
ML,electricity,wind,offshore,2045,OM-fixed,0
MN,electricity,wind,offshore,2045,OM-fixed,0
MZ,electricity,wind,offshore,2045,OM-fixed,0
MP,electricity,wind,offshore,2045,OM-fixed,0
NL,electricity,wind,offshore,2045,OM-fixed,0
OD,electricity,wind,offshore,2045,OM-fixed,0
PB,electricity,wind,offshore,2045,OM-fixed,0
PC,electricity,wind,offshore,2045,OM-fixed,0
RJ,electricity,wind,offshore,2045,OM-fixed,0
SK,electricity,wind,offshore,2045,OM-fixed,0
TN,electricity,wind,offshore,2045,OM-fixed,0
TR,electricity,wind,offshore,2045,OM-fixed,0
TS,electricity,wind,offshore,2045,OM-fixed,0
UP,electricity,wind,offshore,2045,OM-fixed,0
UK,electricity,wind,offshore,2045,OM-fixed,0
WB,electricity,wind,offshore,2045,OM-fixed,0
AN,electricity,wind,offshore,2050,OM-fixed,0
AP,electricity,wind,offshore,2050,OM-fixed,0
AR,electricity,wind,offshore,2050,OM-fixed,0
AS,electricity,wind,offshore,2050,OM-fixed,0
BR,electricity,wind,offshore,2050,OM-fixed,0
CG,electricity,wind,offshore,2050,OM-fixed,0
CH,electricity,wind,offshore,2050,OM-fixed,0
DD,electricity,wind,offshore,2050,OM-fixed,0
DL,electricity,wind,offshore,2050,OM-fixed,0
DN,electricity,wind,offshore,2050,OM-fixed,0
GA,electricity,wind,offshore,2050,OM-fixed,0
GJ,electricity,wind,offshore,2050,OM-fixed,0
HR,electricity,wind,offshore,2050,OM-fixed,0
HP,electricity,wind,offshore,2050,OM-fixed,0
JK,electricity,wind,offshore,2050,OM-fixed,0
JH,electricity,wind,offshore,2050,OM-fixed,0
LA,electricity,wind,offshore,2050,OM-fixed,0
LD,electricity,wind,offshore,2050,OM-fixed,0
KA,electricity,wind,offshore,2050,OM-fixed,0
KL,electricity,wind,offshore,2050,OM-fixed,0
MH,electricity,wind,offshore,2050,OM-fixed,0
ML,electricity,wind,offshore,2050,OM-fixed,0
MN,electricity,wind,offshore,2050,OM-fixed,0
MZ,electricity,wind,offshore,2050,OM-fixed,0
MP,electricity,wind,offshore,2050,OM-fixed,0
NL,electricity,wind,offshore,2050,OM-fixed,0
OD,electricity,wind,offshore,2050,OM-fixed,0
PB,electricity,wind,offshore,2050,OM-fixed,0
PC,electricity,wind,offshore,2050,OM-fixed,0
RJ,electricity,wind,offshore,2050,OM-fixed,0
SK,electricity,wind,offshore,2050,OM-fixed,0
TN,electricity,wind,offshore,2050,OM-fixed,0
TR,electricity,wind,offshore,2050,OM-fixed,0
TS,electricity,wind,offshore,2050,OM-fixed,0
UP,electricity,wind,offshore,2050,OM-fixed,0
UK,electricity,wind,offshore,2050,OM-fixed,0
WB,electricity,wind,offshore,2050,OM-fixed,0
AN,electricity,wind,offshore,2050,OM-fixed,0
AP,electricity,wind,offshore,2050,OM-fixed,0
AR,electricity,wind,offshore,2050,OM-fixed,0
AS,electricity,wind,offshore,2050,OM-fixed,0
BR,electricity,wind,offshore,2050,OM-fixed,0
CG,electricity,wind,offshore,2050,OM-fixed,0
CH,electricity,wind,offshore,2050,OM-fixed,0
DD,electricity,wind,offshore,2050,OM-fixed,0
DL,electricity,wind,offshore,2050,OM-fixed,0
DN,electricity,wind,offshore,2050,OM-fixed,0
GA,electricity,wind,offshore,2050,OM-fixed,0
GJ,electricity,wind,offshore,2050,OM-fixed,0
HR,electricity,wind,offshore,2050,OM-fixed,0
HP,electricity,wind,offshore,2050,OM-fixed,0
JK,electricity,wind,offshore,2050,OM-fixed,0
JH,electricity,wind,offshore,2050,OM-fixed,0
LA,electricity,wind,offshore,2050,OM-fixed,0
LD,electricity,wind,offshore,2050,OM-fixed,0
KA,electricity,wind,offshore,2050,OM-fixed,0
KL,electricity,wind,offshore,2050,OM-fixed,0
MH,electricity,wind,offshore,2050,OM-fixed,0
ML,electricity,wind,offshore,2050,OM-fixed,0
MN,electricity,wind,offshore,2050,OM-fixed,0
MZ,electricity,wind,offshore,2050,OM-fixed,0
MP,electricity,wind,offshore,2050,OM-fixed,0
NL,electricity,wind,offshore,2050,OM-fixed,0
OD,electricity,wind,offshore,2050,OM-fixed,0
PB,electricity,wind,offshore,2050,OM-fixed,0
PC,electricity,wind,offshore,2050,OM-fixed,0
RJ,electricity,wind,offshore,2050,OM-fixed,0
SK,electricity,wind,offshore,2050,OM-fixed,0
TN,electricity,wind,offshore,2050,OM-fixed,0
TR,electricity,wind,offshore,2050,OM-fixed,0
TS,electricity,wind,offshore,2050,OM-fixed,0
UP,electricity,wind,offshore,2050,OM-fixed,0
UK,electricity,wind,offshore,2050,OM-fixed,0
WB,electricity,wind,offshore,2050,OM-fixed,0
AN,electricity,wind,offshore,2055,OM-fixed,0
AP,electricity,wind,offshore,2055,OM-fixed,0
AR,electricity,wind,offshore,2055,OM-fixed,0
AS,electricity,wind,offshore,2055,OM-fixed,0
BR,electricity,wind,offshore,2055,OM-fixed,0
CG,electricity,wind,offshore,2055,OM-fixed,0
CH,electricity,wind,offshore,2055,OM-fixed,0
DD,electricity,wind,offshore,2055,OM-fixed,0
DL,electricity,wind,offshore,2055,OM-fixed,0
DN,electricity,wind,offshore,2055,OM-fixed,0
GA,electricity,wind,offshore,2055,OM-fixed,0
GJ,electricity,wind,offshore,2055,OM-fixed,0
HR,electricity,wind,offshore,2055,OM-fixed,0
HP,electricity,wind,offshore,2055,OM-fixed,0
JK,electricity,wind,offshore,2055,OM-fixed,0
JH,electricity,wind,offshore,2055,OM-fixed,0
LA,electricity,wind,offshore,2055,OM-fixed,0
LD,electricity,wind,offshore,2055,OM-fixed,0
KA,electricity,wind,offshore,2055,OM-fixed,0
KL,electricity,wind,offshore,2055,OM-fixed,0
MH,electricity,wind,offshore,2055,OM-fixed,0
ML,electricity,wind,offshore,2055,OM-fixed,0
MN,electricity,wind,offshore,2055,OM-fixed,0
MZ,electricity,wind,offshore,2055,OM-fixed,0
MP,electricity,wind,offshore,2055,OM-fixed,0
NL,electricity,wind,offshore,2055,OM-fixed,0
OD,electricity,wind,offshore,2055,OM-fixed,0
PB,electricity,wind,offshore,2055,OM-fixed,0
PC,electricity,wind,offshore,2055,OM-fixed,0
RJ,electricity,wind,offshore,2055,OM-fixed,0
SK,electricity,wind,offshore,2055,OM-fixed,0
TN,electricity,wind,offshore,2055,OM-fixed,0
TR,electricity,wind,offshore,2055,OM-fixed,0
TS,electricity,wind,offshore,2055,OM-fixed,0
UP,electricity,wind,offshore,2055,OM-fixed,0
UK,electricity,wind,offshore,2055,OM-fixed,0
WB,electricity,wind,offshore,2055,OM-fixed,0
AN,electricity,wind,offshore,2055,OM-fixed,0
AP,electricity,wind,offshore,2055,OM-fixed,0
AR,electricity,wind,offshore,2055,OM-fixed,0
AS,electricity,wind,offshore,2055,OM-fixed,0
BR,electricity,wind,offshore,2055,OM-fixed,0
CG,electricity,wind,offshore,2055,OM-fixed,0
CH,electricity,wind,offshore,2055,OM-fixed,0
DD,electricity,wind,offshore,2055,OM-fixed,0
DL,electricity,wind,offshore,2055,OM-fixed,0
DN,electricity,wind,offshore,2055,OM-fixed,0
GA,electricity,wind,offshore,2055,OM-fixed,0
GJ,electricity,wind,offshore,2055,OM-fixed,0
HR,electricity,wind,offshore,2055,OM-fixed,0
HP,electricity,wind,offshore,2055,OM-fixed,0
JK,electricity,wind,offshore,2055,OM-fixed,0
JH,electricity,wind,offshore,2055,OM-fixed,0
LA,electricity,wind,offshore,2055,OM-fixed,0
LD,electricity,wind,offshore,2055,OM-fixed,0
KA,electricity,wind,offshore,2055,OM-fixed,0
KL,electricity,wind,offshore,2055,OM-fixed,0
MH,electricity,wind,offshore,2055,OM-fixed,0
ML,electricity,wind,offshore,2055,OM-fixed,0
MN,electricity,wind,offshore,2055,OM-fixed,0
MZ,electricity,wind,offshore,2055,OM-fixed,0
MP,electricity,wind,offshore,2055,OM-fixed,0
NL,electricity,wind,offshore,2055,OM-fixed,0
OD,electricity,wind,offshore,2055,OM-fixed,0
PB,electricity,wind,offshore,2055,OM-fixed,0
PC,electricity,wind,offshore,2055,OM-fixed,0
RJ,electricity,wind,offshore,2055,OM-fixed,0
SK,electricity,wind,offshore,2055,OM-fixed,0
TN,electricity,wind,offshore,2055,OM-fixed,0
TR,electricity,wind,offshore,2055,OM-fixed,0
TS,electricity,wind,offshore,2055,OM-fixed,0
UP,electricity,wind,offshore,2055,OM-fixed,0
UK,electricity,wind,offshore,2055,OM-fixed,0
WB,electricity,wind,offshore,2055,OM-fixed,0
AN,electricity,wind,offshore,2060,OM-fixed,0
AP,electricity,wind,offshore,2060,OM-fixed,0
AR,electricity,wind,offshore,2060,OM-fixed,0
AS,electricity,wind,offshore,2060,OM-fixed,0
BR,electricity,wind,offshore,2060,OM-fixed,0
CG,electricity,wind,offshore,2060,OM-fixed,0
CH,electricity,wind,offshore,2060,OM-fixed,0
DD,electricity,wind,offshore,2060,OM-fixed,0
DL,electricity,wind,offshore,2060,OM-fixed,0
DN,electricity,wind,offshore,2060,OM-fixed,0
GA,electricity,wind,offshore,2060,OM-fixed,0
GJ,electricity,wind,offshore,2060,OM-fixed,0
HR,electricity,wind,offshore,2060,OM-fixed,0
HP,electricity,wind,offshore,2060,OM-fixed,0
JK,electricity,wind,offshore,2060,OM-fixed,0
JH,electricity,wind,offshore,2060,OM-fixed,0
LA,electricity,wind,offshore,2060,OM-fixed,0
LD,electricity,wind,offshore,2060,OM-fixed,0
KA,electricity,wind,offshore,2060,OM-fixed,0
KL,electricity,wind,offshore,2060,OM-fixed,0
MH,electricity,wind,offshore,2060,OM-fixed,0
ML,electricity,wind,offshore,2060,OM-fixed,0
MN,electricity,wind,offshore,2060,OM-fixed,0
MZ,electricity,wind,offshore,2060,OM-fixed,0
MP,electricity,wind,offshore,2060,OM-fixed,0
NL,electricity,wind,offshore,2060,OM-fixed,0
OD,electricity,wind,offshore,2060,OM-fixed,0
PB,electricity,wind,offshore,2060,OM-fixed,0
PC,electricity,wind,offshore,2060,OM-fixed,0
RJ,electricity,wind,offshore,2060,OM-fixed,0
SK,electricity,wind,offshore,2060,OM-fixed,0
TN,electricity,wind,offshore,2060,OM-fixed,0
TR,electricity,wind,offshore,2060,OM-fixed,0
TS,electricity,wind,offshore,2060,OM-fixed,0
UP,electricity,wind,offshore,2060,OM-fixed,0
UK,electricity,wind,offshore,2060,OM-fixed,0
WB,electricity,wind,offshore,2060,OM-fixed,0
AN,electricity,wind,offshore,2060,OM-fixed,0
AP,electricity,wind,offshore,2060,OM-fixed,0
AR,electricity,wind,offshore,2060,OM-fixed,0
AS,electricity,wind,offshore,2060,OM-fixed,0
BR,electricity,wind,offshore,2060,OM-fixed,0
CG,electricity,wind,offshore,2060,OM-fixed,0
CH,electricity,wind,offshore,2060,OM-fixed,0
DD,electricity,wind,offshore,2060,OM-fixed,0
DL,electricity,wind,offshore,2060,OM-fixed,0
DN,electricity,wind,offshore,2060,OM-fixed,0
GA,electricity,wind,offshore,2060,OM-fixed,0
GJ,electricity,wind,offshore,2060,OM-fixed,0
HR,electricity,wind,offshore,2060,OM-fixed,0
HP,electricity,wind,offshore,2060,OM-fixed,0
JK,electricity,wind,offshore,2060,OM-fixed,0
JH,electricity,wind,offshore,2060,OM-fixed,0
LA,electricity,wind,offshore,2060,OM-fixed,0
LD,electricity,wind,offshore,2060,OM-fixed,0
KA,electricity,wind,offshore,2060,OM-fixed,0
KL,electricity,wind,offshore,2060,OM-fixed,0
MH,electricity,wind,offshore,2060,OM-fixed,0
ML,electricity,wind,offshore,2060,OM-fixed,0
MN,electricity,wind,offshore,2060,OM-fixed,0
MZ,electricity,wind,offshore,2060,OM-fixed,0
MP,electricity,wind,offshore,2060,OM-fixed,0
NL,electricity,wind,offshore,2060,OM-fixed,0
OD,electricity,wind,offshore,2060,OM-fixed,0
PB,electricity,wind,offshore,2060,OM-fixed,0
PC,electricity,wind,offshore,2060,OM-fixed,0
RJ,electricity,wind,offshore,2060,OM-fixed,0
SK,electricity,wind,offshore,2060,OM-fixed,0
TN,electricity,wind,offshore,2060,OM-fixed,0
TR,electricity,wind,offshore,2060,OM-fixed,0
TS,electricity,wind,offshore,2060,OM-fixed,0
UP,electricity,wind,offshore,2060,OM-fixed,0
UK,electricity,wind,offshore,2060,OM-fixed,0
WB,electricity,wind,offshore,2060,OM-fixed,0
AN,electricity,wind,offshore,2065,OM-fixed,0
AP,electricity,wind,offshore,2065,OM-fixed,0
AR,electricity,wind,offshore,2065,OM-fixed,0
AS,electricity,wind,offshore,2065,OM-fixed,0
BR,electricity,wind,offshore,2065,OM-fixed,0
CG,electricity,wind,offshore,2065,OM-fixed,0
CH,electricity,wind,offshore,2065,OM-fixed,0
DD,electricity,wind,offshore,2065,OM-fixed,0
DL,electricity,wind,offshore,2065,OM-fixed,0
DN,electricity,wind,offshore,2065,OM-fixed,0
GA,electricity,wind,offshore,2065,OM-fixed,0
GJ,electricity,wind,offshore,2065,OM-fixed,0
HR,electricity,wind,offshore,2065,OM-fixed,0
HP,electricity,wind,offshore,2065,OM-fixed,0
JK,electricity,wind,offshore,2065,OM-fixed,0
JH,electricity,wind,offshore,2065,OM-fixed,0
LA,electricity,wind,offshore,2065,OM-fixed,0
LD,electricity,wind,offshore,2065,OM-fixed,0
KA,electricity,wind,offshore,2065,OM-fixed,0
KL,electricity,wind,offshore,2065,OM-fixed,0
MH,electricity,wind,offshore,2065,OM-fixed,0
ML,electricity,wind,offshore,2065,OM-fixed,0
MN,electricity,wind,offshore,2065,OM-fixed,0
MZ,electricity,wind,offshore,2065,OM-fixed,0
MP,electricity,wind,offshore,2065,OM-fixed,0
NL,electricity,wind,offshore,2065,OM-fixed,0
OD,electricity,wind,offshore,2065,OM-fixed,0
PB,electricity,wind,offshore,2065,OM-fixed,0
PC,electricity,wind,offshore,2065,OM-fixed,0
RJ,electricity,wind,offshore,2065,OM-fixed,0
SK,electricity,wind,offshore,2065,OM-fixed,0
TN,electricity,wind,offshore,2065,OM-fixed,0
TR,electricity,wind,offshore,2065,OM-fixed,0
TS,electricity,wind,offshore,2065,OM-fixed,0
UP,electricity,wind,offshore,2065,OM-fixed,0
UK,electricity,wind,offshore,2065,OM-fixed,0
WB,electricity,wind,offshore,2065,OM-fixed,0
AN,electricity,wind,offshore,2065,OM-fixed,0
AP,electricity,wind,offshore,2065,OM-fixed,0
AR,electricity,wind,offshore,2065,OM-fixed,0
AS,electricity,wind,offshore,2065,OM-fixed,0
BR,electricity,wind,offshore,2065,OM-fixed,0
CG,electricity,wind,offshore,2065,OM-fixed,0
CH,electricity,wind,offshore,2065,OM-fixed,0
DD,electricity,wind,offshore,2065,OM-fixed,0
DL,electricity,wind,offshore,2065,OM-fixed,0
DN,electricity,wind,offshore,2065,OM-fixed,0
GA,electricity,wind,offshore,2065,OM-fixed,0
GJ,electricity,wind,offshore,2065,OM-fixed,0
HR,electricity,wind,offshore,2065,OM-fixed,0
HP,electricity,wind,offshore,2065,OM-fixed,0
JK,electricity,wind,offshore,2065,OM-fixed,0
JH,electricity,wind,offshore,2065,OM-fixed,0
LA,electricity,wind,offshore,2065,OM-fixed,0
LD,electricity,wind,offshore,2065,OM-fixed,0
KA,electricity,wind,offshore,2065,OM-fixed,0
KL,electricity,wind,offshore,2065,OM-fixed,0
MH,electricity,wind,offshore,2065,OM-fixed,0
ML,electricity,wind,offshore,2065,OM-fixed,0
MN,electricity,wind,offshore,2065,OM-fixed,0
MZ,electricity,wind,offshore,2065,OM-fixed,0
MP,electricity,wind,offshore,2065,OM-fixed,0
NL,electricity,wind,offshore,2065,OM-fixed,0
OD,electricity,wind,offshore,2065,OM-fixed,0
PB,electricity,wind,offshore,2065,OM-fixed,0
PC,electricity,wind,offshore,2065,OM-fixed,0
RJ,electricity,wind,offshore,2065,OM-fixed,0
SK,electricity,wind,offshore,2065,OM-fixed,0
TN,electricity,wind,offshore,2065,OM-fixed,0
TR,electricity,wind,offshore,2065,OM-fixed,0
TS,electricity,wind,offshore,2065,OM-fixed,0
UP,electricity,wind,offshore,2065,OM-fixed,0
UK,electricity,wind,offshore,2065,OM-fixed,0
WB,electricity,wind,offshore,2065,OM-fixed,0
AN,electricity,wind,offshore,2070,OM-fixed,0
AP,electricity,wind,offshore,2070,OM-fixed,0
AR,electricity,wind,offshore,2070,OM-fixed,0
AS,electricity,wind,offshore,2070,OM-fixed,0
BR,electricity,wind,offshore,2070,OM-fixed,0
CG,electricity,wind,offshore,2070,OM-fixed,0
CH,electricity,wind,offshore,2070,OM-fixed,0
DD,electricity,wind,offshore,2070,OM-fixed,0
DL,electricity,wind,offshore,2070,OM-fixed,0
DN,electricity,wind,offshore,2070,OM-fixed,0
GA,electricity,wind,offshore,2070,OM-fixed,0
GJ,electricity,wind,offshore,2070,OM-fixed,0
HR,electricity,wind,offshore,2070,OM-fixed,0
HP,electricity,wind,offshore,2070,OM-fixed,0
JK,electricity,wind,offshore,2070,OM-fixed,0
JH,electricity,wind,offshore,2070,OM-fixed,0
LA,electricity,wind,offshore,2070,OM-fixed,0
LD,electricity,wind,offshore,2070,OM-fixed,0
KA,electricity,wind,offshore,2070,OM-fixed,0
KL,electricity,wind,offshore,2070,OM-fixed,0
MH,electricity,wind,offshore,2070,OM-fixed,0
ML,electricity,wind,offshore,2070,OM-fixed,0
MN,electricity,wind,offshore,2070,OM-fixed,0
MZ,electricity,wind,offshore,2070,OM-fixed,0
MP,electricity,wind,offshore,2070,OM-fixed,0
NL,electricity,wind,offshore,2070,OM-fixed,0
OD,electricity,wind,offshore,2070,OM-fixed,0
PB,electricity,wind,offshore,2070,OM-fixed,0
PC,electricity,wind,offshore,2070,OM-fixed,0
RJ,electricity,wind,offshore,2070,OM-fixed,0
SK,electricity,wind,offshore,2070,OM-fixed,0
TN,electricity,wind,offshore,2070,OM-fixed,0
TR,electricity,wind,offshore,2070,OM-fixed,0
TS,electricity,wind,offshore,2070,OM-fixed,0
UP,electricity,wind,offshore,2070,OM-fixed,0
UK,electricity,wind,offshore,2070,OM-fixed,0
WB,electricity,wind,offshore,2070,OM-fixed,0
AN,electricity,wind,offshore,2070,OM-fixed,0
AP,electricity,wind,offshore,2070,OM-fixed,0
AR,electricity,wind,offshore,2070,OM-fixed,0
