INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
NL,electricity,gas,gas (CC),2080,wholesale gas,0.58
OD,electricity,gas,gas (CC),2080,wholesale gas,0.58
PB,electricity,gas,gas (CC),2080,wholesale gas,0.58
PC,electricity,gas,gas (CC),2080,wholesale gas,0.58
RJ,electricity,gas,gas (CC),2080,wholesale gas,0.58
SK,electricity,gas,gas (CC),2080,wholesale gas,0.58
TN,electricity,gas,gas (CC),2080,wholesale gas,0.58
TR,electricity,gas,gas (CC),2080,wholesale gas,0.58
TS,electricity,gas,gas (CC),2080,wholesale gas,0.58
UK,electricity,gas,gas (CC),2080,wholesale gas,0.58
UP,electricity,gas,gas (CC),2080,wholesale gas,0.58
WB,electricity,gas,gas (CC),2080,wholesale gas,0.58
AN,electricity,gas,gas (CC),2085,wholesale gas,0.58
AP,electricity,gas,gas (CC),2085,wholesale gas,0.58
AR,electricity,gas,gas (CC),2085,wholesale gas,0.58
AS,electricity,gas,gas (CC),2085,wholesale gas,0.58
BR,electricity,gas,gas (CC),2085,wholesale gas,0.58
CG,electricity,gas,gas (CC),2085,wholesale gas,0.58
CH,electricity,gas,gas (CC),2085,wholesale gas,0.58
DD,electricity,gas,gas (CC),2085,wholesale gas,0.58
DL,electricity,gas,gas (CC),2085,wholesale gas,0.58
DN,electricity,gas,gas (CC),2085,wholesale gas,0.58
GA,electricity,gas,gas (CC),2085,wholesale gas,0.58
GJ,electricity,gas,gas (CC),2085,wholesale gas,0.58
HP,electricity,gas,gas (CC),2085,wholesale gas,0.58
HR,electricity,gas,gas (CC),2085,wholesale gas,0.58
JH,electricity,gas,gas (CC),2085,wholesale gas,0.58
JK,electricity,gas,gas (CC),2085,wholesale gas,0.58
KA,electricity,gas,gas (CC),2085,wholesale gas,0.58
KL,electricity,gas,gas (CC),2085,wholesale gas,0.58
LA,electricity,gas,gas (CC),2085,wholesale gas,0.58
LD,electricity,gas,gas (CC),2085,wholesale gas,0.58
MH,electricity,gas,gas (CC),2085,wholesale gas,0.58
ML,electricity,gas,gas (CC),2085,wholesale gas,0.58
MN,electricity,gas,gas (CC),2085,wholesale gas,0.58
MP,electricity,gas,gas (CC),2085,wholesale gas,0.58
MZ,electricity,gas,gas (CC),2085,wholesale gas,0.58
NL,electricity,gas,gas (CC),2085,wholesale gas,0.58
OD,electricity,gas,gas (CC),2085,wholesale gas,0.58
PB,electricity,gas,gas (CC),2085,wholesale gas,0.58
PC,electricity,gas,gas (CC),2085,wholesale gas,0.58
RJ,electricity,gas,gas (CC),2085,wholesale gas,0.58
SK,electricity,gas,gas (CC),2085,wholesale gas,0.58
TN,electricity,gas,gas (CC),2085,wholesale gas,0.58
TR,electricity,gas,gas (CC),2085,wholesale gas,0.58
TS,electricity,gas,gas (CC),2085,wholesale gas,0.58
UK,electricity,gas,gas (CC),2085,wholesale gas,0.58
UP,electricity,gas,gas (CC),2085,wholesale gas,0.58
WB,electricity,gas,gas (CC),2085,wholesale gas,0.58
AN,electricity,gas,gas (CC),2090,wholesale gas,0.58
AP,electricity,gas,gas (CC),2090,wholesale gas,0.58
AR,electricity,gas,gas (CC),2090,wholesale gas,0.58
AS,electricity,gas,gas (CC),2090,wholesale gas,0.58
BR,electricity,gas,gas (CC),2090,wholesale gas,0.58
CG,electricity,gas,gas (CC),2090,wholesale gas,0.58
CH,electricity,gas,gas (CC),2090,wholesale gas,0.58
DD,electricity,gas,gas (CC),2090,wholesale gas,0.58
DL,electricity,gas,gas (CC),2090,wholesale gas,0.58
DN,electricity,gas,gas (CC),2090,wholesale gas,0.58
GA,electricity,gas,gas (CC),2090,wholesale gas,0.58
GJ,electricity,gas,gas (CC),2090,wholesale gas,0.58
HP,electricity,gas,gas (CC),2090,wholesale gas,0.58
HR,electricity,gas,gas (CC),2090,wholesale gas,0.58
JH,electricity,gas,gas (CC),2090,wholesale gas,0.58
JK,electricity,gas,gas (CC),2090,wholesale gas,0.58
KA,electricity,gas,gas (CC),2090,wholesale gas,0.58
KL,electricity,gas,gas (CC),2090,wholesale gas,0.58
LA,electricity,gas,gas (CC),2090,wholesale gas,0.58
LD,electricity,gas,gas (CC),2090,wholesale gas,0.58
MH,electricity,gas,gas (CC),2090,wholesale gas,0.58
ML,electricity,gas,gas (CC),2090,wholesale gas,0.58
MN,electricity,gas,gas (CC),2090,wholesale gas,0.58
MP,electricity,gas,gas (CC),2090,wholesale gas,0.58
MZ,electricity,gas,gas (CC),2090,wholesale gas,0.58
NL,electricity,gas,gas (CC),2090,wholesale gas,0.58
OD,electricity,gas,gas (CC),2090,wholesale gas,0.58
PB,electricity,gas,gas (CC),2090,wholesale gas,0.58
PC,electricity,gas,gas (CC),2090,wholesale gas,0.58
RJ,electricity,gas,gas (CC),2090,wholesale gas,0.58
SK,electricity,gas,gas (CC),2090,wholesale gas,0.58
TN,electricity,gas,gas (CC),2090,wholesale gas,0.58
TR,electricity,gas,gas (CC),2090,wholesale gas,0.58
TS,electricity,gas,gas (CC),2090,wholesale gas,0.58
UK,electricity,gas,gas (CC),2090,wholesale gas,0.58
UP,electricity,gas,gas (CC),2090,wholesale gas,0.58
WB,electricity,gas,gas (CC),2090,wholesale gas,0.58
AN,electricity,gas,gas (CC),2095,wholesale gas,0.58
AP,electricity,gas,gas (CC),2095,wholesale gas,0.58
AR,electricity,gas,gas (CC),2095,wholesale gas,0.58
AS,electricity,gas,gas (CC),2095,wholesale gas,0.58
BR,electricity,gas,gas (CC),2095,wholesale gas,0.58
CG,electricity,gas,gas (CC),2095,wholesale gas,0.58
CH,electricity,gas,gas (CC),2095,wholesale gas,0.58
DD,electricity,gas,gas (CC),2095,wholesale gas,0.58
DL,electricity,gas,gas (CC),2095,wholesale gas,0.58
DN,electricity,gas,gas (CC),2095,wholesale gas,0.58
GA,electricity,gas,gas (CC),2095,wholesale gas,0.58
GJ,electricity,gas,gas (CC),2095,wholesale gas,0.58
HP,electricity,gas,gas (CC),2095,wholesale gas,0.58
HR,electricity,gas,gas (CC),2095,wholesale gas,0.58
JH,electricity,gas,gas (CC),2095,wholesale gas,0.58
JK,electricity,gas,gas (CC),2095,wholesale gas,0.58
KA,electricity,gas,gas (CC),2095,wholesale gas,0.58
KL,electricity,gas,gas (CC),2095,wholesale gas,0.58
LA,electricity,gas,gas (CC),2095,wholesale gas,0.58
LD,electricity,gas,gas (CC),2095,wholesale gas,0.58
MH,electricity,gas,gas (CC),2095,wholesale gas,0.58
ML,electricity,gas,gas (CC),2095,wholesale gas,0.58
MN,electricity,gas,gas (CC),2095,wholesale gas,0.58
MP,electricity,gas,gas (CC),2095,wholesale gas,0.58
MZ,electricity,gas,gas (CC),2095,wholesale gas,0.58
NL,electricity,gas,gas (CC),2095,wholesale gas,0.58
OD,electricity,gas,gas (CC),2095,wholesale gas,0.58
PB,electricity,gas,gas (CC),2095,wholesale gas,0.58
PC,electricity,gas,gas (CC),2095,wholesale gas,0.58
RJ,electricity,gas,gas (CC),2095,wholesale gas,0.58
SK,electricity,gas,gas (CC),2095,wholesale gas,0.58
TN,electricity,gas,gas (CC),2095,wholesale gas,0.58
TR,electricity,gas,gas (CC),2095,wholesale gas,0.58
TS,electricity,gas,gas (CC),2095,wholesale gas,0.58
UK,electricity,gas,gas (CC),2095,wholesale gas,0.58
UP,electricity,gas,gas (CC),2095,wholesale gas,0.58
WB,electricity,gas,gas (CC),2095,wholesale gas,0.58
AN,electricity,gas,gas (CC),2100,wholesale gas,0.58
AP,electricity,gas,gas (CC),2100,wholesale gas,0.58
AR,electricity,gas,gas (CC),2100,wholesale gas,0.58
AS,electricity,gas,gas (CC),2100,wholesale gas,0.58
BR,electricity,gas,gas (CC),2100,wholesale gas,0.58
CG,electricity,gas,gas (CC),2100,wholesale gas,0.58
CH,electricity,gas,gas (CC),2100,wholesale gas,0.58
DD,electricity,gas,gas (CC),2100,wholesale gas,0.58
DL,electricity,gas,gas (CC),2100,wholesale gas,0.58
DN,electricity,gas,gas (CC),2100,wholesale gas,0.58
GA,electricity,gas,gas (CC),2100,wholesale gas,0.58
GJ,electricity,gas,gas (CC),2100,wholesale gas,0.58
HP,electricity,gas,gas (CC),2100,wholesale gas,0.58
HR,electricity,gas,gas (CC),2100,wholesale gas,0.58
JH,electricity,gas,gas (CC),2100,wholesale gas,0.58
JK,electricity,gas,gas (CC),2100,wholesale gas,0.58
KA,electricity,gas,gas (CC),2100,wholesale gas,0.58
KL,electricity,gas,gas (CC),2100,wholesale gas,0.58
LA,electricity,gas,gas (CC),2100,wholesale gas,0.58
LD,electricity,gas,gas (CC),2100,wholesale gas,0.58
MH,electricity,gas,gas (CC),2100,wholesale gas,0.58
ML,electricity,gas,gas (CC),2100,wholesale gas,0.58
MN,electricity,gas,gas (CC),2100,wholesale gas,0.58
MP,electricity,gas,gas (CC),2100,wholesale gas,0.58
MZ,electricity,gas,gas (CC),2100,wholesale gas,0.58
NL,electricity,gas,gas (CC),2100,wholesale gas,0.58
OD,electricity,gas,gas (CC),2100,wholesale gas,0.58
PB,electricity,gas,gas (CC),2100,wholesale gas,0.58
PC,electricity,gas,gas (CC),2100,wholesale gas,0.58
RJ,electricity,gas,gas (CC),2100,wholesale gas,0.58
SK,electricity,gas,gas (CC),2100,wholesale gas,0.58
TN,electricity,gas,gas (CC),2100,wholesale gas,0.58
TR,electricity,gas,gas (CC),2100,wholesale gas,0.58
TS,electricity,gas,gas (CC),2100,wholesale gas,0.58
UK,electricity,gas,gas (CC),2100,wholesale gas,0.58
UP,electricity,gas,gas (CC),2100,wholesale gas,0.58
WB,electricity,gas,gas (CC),2100,wholesale gas,0.58
AN,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
AP,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
AR,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
AS,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
BR,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
CG,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
CH,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
DD,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
DL,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
DN,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
GA,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
GJ,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
HP,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
HR,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
JH,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
JK,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
KA,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
KL,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
LA,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
LD,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
MH,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
ML,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
MN,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
MP,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
MZ,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
NL,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
OD,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
PB,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
PC,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
RJ,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
SK,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
TN,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
TR,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
TS,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
UK,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
UP,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
WB,electricity,gas,gas (steam/CT),2015,wholesale gas,0.38
AN,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
AP,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
AR,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
AS,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
BR,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
CG,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
CH,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
DD,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
DL,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
DN,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
GA,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
GJ,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
HP,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
HR,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
JH,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
JK,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
KA,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
KL,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
LA,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
LD,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
MH,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
ML,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
MN,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
MP,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
MZ,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
NL,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
OD,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
PB,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
PC,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
RJ,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
SK,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
TN,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
TR,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
TS,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
UK,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
UP,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
WB,electricity,gas,gas (steam/CT),2020,wholesale gas,0.38
AN,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
AP,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
AR,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
AS,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
BR,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
CG,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
CH,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
DD,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
DL,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
DN,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
GA,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
GJ,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
HP,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
HR,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
JH,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
JK,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
KA,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
KL,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
LA,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
LD,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
MH,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
ML,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
MN,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
MP,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
MZ,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
NL,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
OD,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
PB,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
PC,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
RJ,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
SK,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
TN,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
TR,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
TS,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
UK,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
UP,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
WB,electricity,gas,gas (steam/CT),2025,wholesale gas,0.385
AN,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
AP,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
AR,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
AS,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
BR,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
CG,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
CH,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
DD,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
DL,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
DN,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
GA,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
GJ,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
HP,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
HR,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
JH,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
JK,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
KA,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
KL,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
LA,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
LD,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
MH,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
ML,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
MN,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
MP,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
MZ,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
NL,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
OD,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
PB,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
PC,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
RJ,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
SK,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
TN,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
TR,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
TS,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
UK,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
UP,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
WB,electricity,gas,gas (steam/CT),2030,wholesale gas,0.39
AN,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
AP,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
AR,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
AS,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
BR,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
CG,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
CH,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
DD,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
DL,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
DN,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
GA,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
GJ,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
HP,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
HR,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
JH,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
JK,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
KA,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
KL,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
LA,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
LD,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
MH,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
ML,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
MN,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
MP,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
MZ,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
NL,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
OD,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
PB,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
PC,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
RJ,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
SK,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
TN,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
TR,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
TS,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
UK,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
UP,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
WB,electricity,gas,gas (steam/CT),2035,wholesale gas,0.4
AN,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2040,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
KA,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
KL,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
LA,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
LD,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
MH,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
ML,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
MN,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
MP,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
MZ,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
NL,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
OD,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
PB,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
PC,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
RJ,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
SK,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
TN,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
TR,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
TS,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
UK,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
UP,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
WB,electricity,gas,gas (steam/CT),2045,wholesale gas,0.41
AN,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
AP,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
AR,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
AS,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
BR,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
CG,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
CH,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
DD,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
DL,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
DN,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
GA,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
GJ,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
HP,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
HR,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
JH,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
JK,electricity,gas,gas (steam/CT),2050,wholesale gas,0.41
