INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionTechEff,,,,,,
,,,,,,
Region,sector.name,subsector.name,technology,year,minicam.energy.input,efficiency
MN,electricity,wind,wind_storage,2040,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2040,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2040,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2040,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2040,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2040,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2040,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2040,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2040,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2040,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2040,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2040,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2040,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2040,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2040,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2045,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2045,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2045,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2045,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2045,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2045,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2045,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2045,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2045,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2045,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2045,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2045,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2045,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2045,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2045,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2045,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2045,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2045,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2045,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2045,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2045,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2045,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2045,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2045,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2045,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2045,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2045,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2045,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2045,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2045,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2045,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2045,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2045,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2045,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2045,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2045,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2045,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2050,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2050,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2050,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2050,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2050,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2050,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2050,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2050,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2050,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2050,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2050,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2050,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2050,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2050,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2050,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2050,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2050,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2050,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2050,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2050,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2050,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2050,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2050,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2050,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2050,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2050,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2050,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2050,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2050,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2050,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2050,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2050,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2050,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2050,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2050,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2050,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2050,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2055,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2055,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2055,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2055,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2055,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2055,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2055,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2055,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2055,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2055,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2055,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2055,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2055,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2055,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2055,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2055,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2055,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2055,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2055,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2055,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2055,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2055,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2055,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2055,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2055,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2055,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2055,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2055,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2055,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2055,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2055,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2055,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2055,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2055,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2055,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2055,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2055,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2060,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2060,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2060,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2060,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2060,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2060,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2060,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2060,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2060,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2060,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2060,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2060,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2060,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2060,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2060,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2060,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2060,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2060,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2060,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2060,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2060,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2060,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2060,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2060,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2060,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2060,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2060,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2060,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2060,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2060,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2060,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2060,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2060,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2060,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2060,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2060,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2060,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2065,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2065,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2065,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2065,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2065,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2065,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2065,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2065,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2065,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2065,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2065,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2065,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2065,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2065,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2065,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2065,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2065,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2065,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2065,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2065,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2065,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2065,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2065,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2065,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2065,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2065,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2065,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2065,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2065,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2065,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2065,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2065,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2065,onshore wind resource,0.96
TS,electricity,wind,wind_storage,2065,onshore wind resource,0.96
UK,electricity,wind,wind_storage,2065,onshore wind resource,0.96
UP,electricity,wind,wind_storage,2065,onshore wind resource,0.96
WB,electricity,wind,wind_storage,2065,onshore wind resource,0.96
AN,electricity,wind,wind_storage,2070,onshore wind resource,0.96
AP,electricity,wind,wind_storage,2070,onshore wind resource,0.96
AR,electricity,wind,wind_storage,2070,onshore wind resource,0.96
AS,electricity,wind,wind_storage,2070,onshore wind resource,0.96
BR,electricity,wind,wind_storage,2070,onshore wind resource,0.96
CG,electricity,wind,wind_storage,2070,onshore wind resource,0.96
CH,electricity,wind,wind_storage,2070,onshore wind resource,0.96
DD,electricity,wind,wind_storage,2070,onshore wind resource,0.96
DL,electricity,wind,wind_storage,2070,onshore wind resource,0.96
DN,electricity,wind,wind_storage,2070,onshore wind resource,0.96
GA,electricity,wind,wind_storage,2070,onshore wind resource,0.96
GJ,electricity,wind,wind_storage,2070,onshore wind resource,0.96
HP,electricity,wind,wind_storage,2070,onshore wind resource,0.96
HR,electricity,wind,wind_storage,2070,onshore wind resource,0.96
JH,electricity,wind,wind_storage,2070,onshore wind resource,0.96
JK,electricity,wind,wind_storage,2070,onshore wind resource,0.96
KA,electricity,wind,wind_storage,2070,onshore wind resource,0.96
KL,electricity,wind,wind_storage,2070,onshore wind resource,0.96
LA,electricity,wind,wind_storage,2070,onshore wind resource,0.96
LD,electricity,wind,wind_storage,2070,onshore wind resource,0.96
MH,electricity,wind,wind_storage,2070,onshore wind resource,0.96
ML,electricity,wind,wind_storage,2070,onshore wind resource,0.96
MN,electricity,wind,wind_storage,2070,onshore wind resource,0.96
MP,electricity,wind,wind_storage,2070,onshore wind resource,0.96
MZ,electricity,wind,wind_storage,2070,onshore wind resource,0.96
NL,electricity,wind,wind_storage,2070,onshore wind resource,0.96
OD,electricity,wind,wind_storage,2070,onshore wind resource,0.96
PB,electricity,wind,wind_storage,2070,onshore wind resource,0.96
PC,electricity,wind,wind_storage,2070,onshore wind resource,0.96
RJ,electricity,wind,wind_storage,2070,onshore wind resource,0.96
SK,electricity,wind,wind_storage,2070,onshore wind resource,0.96
TN,electricity,wind,wind_storage,2070,onshore wind resource,0.96
TR,electricity,wind,wind_storage,2070,onshore wind resource,0.96
