INPUT_TABLE,,,,,,
Variable ID,,,,,,
RegionIntTechOMvar,,,,,,
,,,,,,
region,supplysector,subsector,intermittent.technology,year,input.OM.var,OM.var
BR,electricity,solar,PV,2065,OM-var,4.751833333
CG,electricity,solar,PV,2065,OM-var,4.751833333
CH,electricity,solar,PV,2065,OM-var,3.159985859
DD,electricity,solar,PV,2065,OM-var,4.751833333
DL,electricity,solar,PV,2065,OM-var,3.159985859
DN,electricity,solar,PV,2065,OM-var,4.751833333
GA,electricity,solar,PV,2065,OM-var,4.751833333
GJ,electricity,solar,PV,2065,OM-var,4.751833333
HR,electricity,solar,PV,2065,OM-var,3.159985859
HP,electricity,solar,PV,2065,OM-var,3.159985859
JK,electricity,solar,PV,2065,OM-var,3.159985859
JH,electricity,solar,PV,2065,OM-var,4.751833333
LA,electricity,solar,PV,2065,OM-var,3.159985859
LD,electricity,solar,PV,2065,OM-var,4.751833333
KA,electricity,solar,PV,2065,OM-var,4.751833333
KL,electricity,solar,PV,2065,OM-var,4.751833333
MH,electricity,solar,PV,2065,OM-var,4.751833333
ML,electricity,solar,PV,2065,OM-var,4.751833333
MN,electricity,solar,PV,2065,OM-var,4.751833333
MZ,electricity,solar,PV,2065,OM-var,4.751833333
MP,electricity,solar,PV,2065,OM-var,4.751833333
NL,electricity,solar,PV,2065,OM-var,4.751833333
OD,electricity,solar,PV,2065,OM-var,4.751833333
PB,electricity,solar,PV,2065,OM-var,3.159985859
PC,electricity,solar,PV,2065,OM-var,4.751833333
RJ,electricity,solar,PV,2065,OM-var,3.159985859
SK,electricity,solar,PV,2065,OM-var,4.751833333
TN,electricity,solar,PV,2065,OM-var,4.751833333
TR,electricity,solar,PV,2065,OM-var,4.751833333
TS,electricity,solar,PV,2065,OM-var,4.751833333
UP,electricity,solar,PV,2065,OM-var,3.159985859
UK,electricity,solar,PV,2065,OM-var,3.159985859
WB,electricity,solar,PV,2065,OM-var,4.751833333
AN,electricity,solar,PV,2070,OM-var,4.751833333
AP,electricity,solar,PV,2070,OM-var,4.751833333
AR,electricity,solar,PV,2070,OM-var,4.751833333
AS,electricity,solar,PV,2070,OM-var,4.751833333
BR,electricity,solar,PV,2070,OM-var,4.751833333
CG,electricity,solar,PV,2070,OM-var,4.751833333
CH,electricity,solar,PV,2070,OM-var,3.26383516
DD,electricity,solar,PV,2070,OM-var,4.751833333
DL,electricity,solar,PV,2070,OM-var,3.26383516
DN,electricity,solar,PV,2070,OM-var,4.751833333
GA,electricity,solar,PV,2070,OM-var,4.751833333
GJ,electricity,solar,PV,2070,OM-var,4.751833333
HR,electricity,solar,PV,2070,OM-var,3.26383516
HP,electricity,solar,PV,2070,OM-var,3.26383516
JK,electricity,solar,PV,2070,OM-var,3.26383516
JH,electricity,solar,PV,2070,OM-var,4.751833333
LA,electricity,solar,PV,2070,OM-var,3.26383516
LD,electricity,solar,PV,2070,OM-var,4.751833333
KA,electricity,solar,PV,2070,OM-var,4.751833333
KL,electricity,solar,PV,2070,OM-var,4.751833333
MH,electricity,solar,PV,2070,OM-var,4.751833333
ML,electricity,solar,PV,2070,OM-var,4.751833333
MN,electricity,solar,PV,2070,OM-var,4.751833333
MZ,electricity,solar,PV,2070,OM-var,4.751833333
MP,electricity,solar,PV,2070,OM-var,4.751833333
NL,electricity,solar,PV,2070,OM-var,4.751833333
OD,electricity,solar,PV,2070,OM-var,4.751833333
PB,electricity,solar,PV,2070,OM-var,3.26383516
PC,electricity,solar,PV,2070,OM-var,4.751833333
RJ,electricity,solar,PV,2070,OM-var,3.26383516
SK,electricity,solar,PV,2070,OM-var,4.751833333
TN,electricity,solar,PV,2070,OM-var,4.751833333
TR,electricity,solar,PV,2070,OM-var,4.751833333
TS,electricity,solar,PV,2070,OM-var,4.751833333
UP,electricity,solar,PV,2070,OM-var,3.26383516
UK,electricity,solar,PV,2070,OM-var,3.26383516
WB,electricity,solar,PV,2070,OM-var,4.751833333
AN,electricity,solar,PV,2075,OM-var,4.751833333
AP,electricity,solar,PV,2075,OM-var,4.751833333
AR,electricity,solar,PV,2075,OM-var,4.751833333
AS,electricity,solar,PV,2075,OM-var,4.751833333
BR,electricity,solar,PV,2075,OM-var,4.751833333
CG,electricity,solar,PV,2075,OM-var,4.751833333
CH,electricity,solar,PV,2075,OM-var,3.26383516
DD,electricity,solar,PV,2075,OM-var,4.751833333
DL,electricity,solar,PV,2075,OM-var,3.26383516
DN,electricity,solar,PV,2075,OM-var,4.751833333
GA,electricity,solar,PV,2075,OM-var,4.751833333
GJ,electricity,solar,PV,2075,OM-var,4.751833333
HR,electricity,solar,PV,2075,OM-var,3.26383516
HP,electricity,solar,PV,2075,OM-var,3.26383516
JK,electricity,solar,PV,2075,OM-var,3.26383516
JH,electricity,solar,PV,2075,OM-var,4.751833333
LA,electricity,solar,PV,2075,OM-var,3.26383516
LD,electricity,solar,PV,2075,OM-var,4.751833333
KA,electricity,solar,PV,2075,OM-var,4.751833333
KL,electricity,solar,PV,2075,OM-var,4.751833333
MH,electricity,solar,PV,2075,OM-var,4.751833333
ML,electricity,solar,PV,2075,OM-var,4.751833333
MN,electricity,solar,PV,2075,OM-var,4.751833333
MZ,electricity,solar,PV,2075,OM-var,4.751833333
MP,electricity,solar,PV,2075,OM-var,4.751833333
NL,electricity,solar,PV,2075,OM-var,4.751833333
OD,electricity,solar,PV,2075,OM-var,4.751833333
PB,electricity,solar,PV,2075,OM-var,3.26383516
PC,electricity,solar,PV,2075,OM-var,4.751833333
RJ,electricity,solar,PV,2075,OM-var,3.26383516
SK,electricity,solar,PV,2075,OM-var,4.751833333
TN,electricity,solar,PV,2075,OM-var,4.751833333
TR,electricity,solar,PV,2075,OM-var,4.751833333
TS,electricity,solar,PV,2075,OM-var,4.751833333
UP,electricity,solar,PV,2075,OM-var,3.26383516
UK,electricity,solar,PV,2075,OM-var,3.26383516
WB,electricity,solar,PV,2075,OM-var,4.751833333
AN,electricity,solar,PV,2080,OM-var,4.751833333
AP,electricity,solar,PV,2080,OM-var,4.751833333
AR,electricity,solar,PV,2080,OM-var,4.751833333
AS,electricity,solar,PV,2080,OM-var,4.751833333
BR,electricity,solar,PV,2080,OM-var,4.751833333
CG,electricity,solar,PV,2080,OM-var,4.751833333
CH,electricity,solar,PV,2080,OM-var,3.26383516
DD,electricity,solar,PV,2080,OM-var,4.751833333
DL,electricity,solar,PV,2080,OM-var,3.26383516
DN,electricity,solar,PV,2080,OM-var,4.751833333
GA,electricity,solar,PV,2080,OM-var,4.751833333
GJ,electricity,solar,PV,2080,OM-var,4.751833333
HR,electricity,solar,PV,2080,OM-var,3.26383516
HP,electricity,solar,PV,2080,OM-var,3.26383516
JK,electricity,solar,PV,2080,OM-var,3.26383516
JH,electricity,solar,PV,2080,OM-var,4.751833333
LA,electricity,solar,PV,2080,OM-var,3.26383516
LD,electricity,solar,PV,2080,OM-var,4.751833333
KA,electricity,solar,PV,2080,OM-var,4.751833333
KL,electricity,solar,PV,2080,OM-var,4.751833333
MH,electricity,solar,PV,2080,OM-var,4.751833333
ML,electricity,solar,PV,2080,OM-var,4.751833333
MN,electricity,solar,PV,2080,OM-var,4.751833333
MZ,electricity,solar,PV,2080,OM-var,4.751833333
MP,electricity,solar,PV,2080,OM-var,4.751833333
NL,electricity,solar,PV,2080,OM-var,4.751833333
OD,electricity,solar,PV,2080,OM-var,4.751833333
PB,electricity,solar,PV,2080,OM-var,3.26383516
PC,electricity,solar,PV,2080,OM-var,4.751833333
RJ,electricity,solar,PV,2080,OM-var,3.26383516
SK,electricity,solar,PV,2080,OM-var,4.751833333
TN,electricity,solar,PV,2080,OM-var,4.751833333
TR,electricity,solar,PV,2080,OM-var,4.751833333
TS,electricity,solar,PV,2080,OM-var,4.751833333
UP,electricity,solar,PV,2080,OM-var,3.26383516
UK,electricity,solar,PV,2080,OM-var,3.26383516
WB,electricity,solar,PV,2080,OM-var,4.751833333
AN,electricity,solar,PV,2085,OM-var,4.751833333
AP,electricity,solar,PV,2085,OM-var,4.751833333
AR,electricity,solar,PV,2085,OM-var,4.751833333
AS,electricity,solar,PV,2085,OM-var,4.751833333
BR,electricity,solar,PV,2085,OM-var,4.751833333
CG,electricity,solar,PV,2085,OM-var,4.751833333
CH,electricity,solar,PV,2085,OM-var,3.26383516
DD,electricity,solar,PV,2085,OM-var,4.751833333
DL,electricity,solar,PV,2085,OM-var,3.26383516
DN,electricity,solar,PV,2085,OM-var,4.751833333
GA,electricity,solar,PV,2085,OM-var,4.751833333
GJ,electricity,solar,PV,2085,OM-var,4.751833333
HR,electricity,solar,PV,2085,OM-var,3.26383516
HP,electricity,solar,PV,2085,OM-var,3.26383516
JK,electricity,solar,PV,2085,OM-var,3.26383516
JH,electricity,solar,PV,2085,OM-var,4.751833333
LA,electricity,solar,PV,2085,OM-var,3.26383516
LD,electricity,solar,PV,2085,OM-var,4.751833333
KA,electricity,solar,PV,2085,OM-var,4.751833333
KL,electricity,solar,PV,2085,OM-var,4.751833333
MH,electricity,solar,PV,2085,OM-var,4.751833333
ML,electricity,solar,PV,2085,OM-var,4.751833333
MN,electricity,solar,PV,2085,OM-var,4.751833333
MZ,electricity,solar,PV,2085,OM-var,4.751833333
MP,electricity,solar,PV,2085,OM-var,4.751833333
NL,electricity,solar,PV,2085,OM-var,4.751833333
OD,electricity,solar,PV,2085,OM-var,4.751833333
PB,electricity,solar,PV,2085,OM-var,3.26383516
PC,electricity,solar,PV,2085,OM-var,4.751833333
RJ,electricity,solar,PV,2085,OM-var,3.26383516
SK,electricity,solar,PV,2085,OM-var,4.751833333
TN,electricity,solar,PV,2085,OM-var,4.751833333
TR,electricity,solar,PV,2085,OM-var,4.751833333
TS,electricity,solar,PV,2085,OM-var,4.751833333
UP,electricity,solar,PV,2085,OM-var,3.26383516
UK,electricity,solar,PV,2085,OM-var,3.26383516
WB,electricity,solar,PV,2085,OM-var,4.751833333
AN,electricity,solar,PV,2090,OM-var,4.751833333
AP,electricity,solar,PV,2090,OM-var,4.751833333
AR,electricity,solar,PV,2090,OM-var,4.751833333
AS,electricity,solar,PV,2090,OM-var,4.751833333
BR,electricity,solar,PV,2090,OM-var,4.751833333
CG,electricity,solar,PV,2090,OM-var,4.751833333
CH,electricity,solar,PV,2090,OM-var,3.26383516
DD,electricity,solar,PV,2090,OM-var,4.751833333
DL,electricity,solar,PV,2090,OM-var,3.26383516
DN,electricity,solar,PV,2090,OM-var,4.751833333
GA,electricity,solar,PV,2090,OM-var,4.751833333
GJ,electricity,solar,PV,2090,OM-var,4.751833333
HR,electricity,solar,PV,2090,OM-var,3.26383516
HP,electricity,solar,PV,2090,OM-var,3.26383516
JK,electricity,solar,PV,2090,OM-var,3.26383516
JH,electricity,solar,PV,2090,OM-var,4.751833333
LA,electricity,solar,PV,2090,OM-var,3.26383516
LD,electricity,solar,PV,2090,OM-var,4.751833333
KA,electricity,solar,PV,2090,OM-var,4.751833333
KL,electricity,solar,PV,2090,OM-var,4.751833333
MH,electricity,solar,PV,2090,OM-var,4.751833333
ML,electricity,solar,PV,2090,OM-var,4.751833333
MN,electricity,solar,PV,2090,OM-var,4.751833333
MZ,electricity,solar,PV,2090,OM-var,4.751833333
MP,electricity,solar,PV,2090,OM-var,4.751833333
NL,electricity,solar,PV,2090,OM-var,4.751833333
OD,electricity,solar,PV,2090,OM-var,4.751833333
PB,electricity,solar,PV,2090,OM-var,3.26383516
PC,electricity,solar,PV,2090,OM-var,4.751833333
RJ,electricity,solar,PV,2090,OM-var,3.26383516
SK,electricity,solar,PV,2090,OM-var,4.751833333
TN,electricity,solar,PV,2090,OM-var,4.751833333
TR,electricity,solar,PV,2090,OM-var,4.751833333
TS,electricity,solar,PV,2090,OM-var,4.751833333
UP,electricity,solar,PV,2090,OM-var,3.26383516
UK,electricity,solar,PV,2090,OM-var,3.26383516
WB,electricity,solar,PV,2090,OM-var,4.751833333
AN,electricity,solar,PV,2095,OM-var,4.751833333
AP,electricity,solar,PV,2095,OM-var,4.751833333
AR,electricity,solar,PV,2095,OM-var,4.751833333
AS,electricity,solar,PV,2095,OM-var,4.751833333
BR,electricity,solar,PV,2095,OM-var,4.751833333
CG,electricity,solar,PV,2095,OM-var,4.751833333
CH,electricity,solar,PV,2095,OM-var,3.26383516
DD,electricity,solar,PV,2095,OM-var,4.751833333
DL,electricity,solar,PV,2095,OM-var,3.26383516
DN,electricity,solar,PV,2095,OM-var,4.751833333
GA,electricity,solar,PV,2095,OM-var,4.751833333
GJ,electricity,solar,PV,2095,OM-var,4.751833333
HR,electricity,solar,PV,2095,OM-var,3.26383516
HP,electricity,solar,PV,2095,OM-var,3.26383516
JK,electricity,solar,PV,2095,OM-var,3.26383516
JH,electricity,solar,PV,2095,OM-var,4.751833333
LA,electricity,solar,PV,2095,OM-var,3.26383516
LD,electricity,solar,PV,2095,OM-var,4.751833333
KA,electricity,solar,PV,2095,OM-var,4.751833333
KL,electricity,solar,PV,2095,OM-var,4.751833333
MH,electricity,solar,PV,2095,OM-var,4.751833333
ML,electricity,solar,PV,2095,OM-var,4.751833333
MN,electricity,solar,PV,2095,OM-var,4.751833333
MZ,electricity,solar,PV,2095,OM-var,4.751833333
MP,electricity,solar,PV,2095,OM-var,4.751833333
NL,electricity,solar,PV,2095,OM-var,4.751833333
OD,electricity,solar,PV,2095,OM-var,4.751833333
PB,electricity,solar,PV,2095,OM-var,3.26383516
PC,electricity,solar,PV,2095,OM-var,4.751833333
RJ,electricity,solar,PV,2095,OM-var,3.26383516
SK,electricity,solar,PV,2095,OM-var,4.751833333
TN,electricity,solar,PV,2095,OM-var,4.751833333
TR,electricity,solar,PV,2095,OM-var,4.751833333
TS,electricity,solar,PV,2095,OM-var,4.751833333
UP,electricity,solar,PV,2095,OM-var,3.26383516
UK,electricity,solar,PV,2095,OM-var,3.26383516
WB,electricity,solar,PV,2095,OM-var,4.751833333
AN,electricity,solar,PV,2100,OM-var,4.751833333
AP,electricity,solar,PV,2100,OM-var,4.751833333
AR,electricity,solar,PV,2100,OM-var,4.751833333
AS,electricity,solar,PV,2100,OM-var,4.751833333
BR,electricity,solar,PV,2100,OM-var,4.751833333
CG,electricity,solar,PV,2100,OM-var,4.751833333
CH,electricity,solar,PV,2100,OM-var,3.26383516
DD,electricity,solar,PV,2100,OM-var,4.751833333
DL,electricity,solar,PV,2100,OM-var,3.26383516
DN,electricity,solar,PV,2100,OM-var,4.751833333
GA,electricity,solar,PV,2100,OM-var,4.751833333
GJ,electricity,solar,PV,2100,OM-var,4.751833333
HR,electricity,solar,PV,2100,OM-var,3.26383516
HP,electricity,solar,PV,2100,OM-var,3.26383516
JK,electricity,solar,PV,2100,OM-var,3.26383516
JH,electricity,solar,PV,2100,OM-var,4.751833333
LA,electricity,solar,PV,2100,OM-var,3.26383516
LD,electricity,solar,PV,2100,OM-var,4.751833333
KA,electricity,solar,PV,2100,OM-var,4.751833333
KL,electricity,solar,PV,2100,OM-var,4.751833333
MH,electricity,solar,PV,2100,OM-var,4.751833333
ML,electricity,solar,PV,2100,OM-var,4.751833333
MN,electricity,solar,PV,2100,OM-var,4.751833333
MZ,electricity,solar,PV,2100,OM-var,4.751833333
MP,electricity,solar,PV,2100,OM-var,4.751833333
NL,electricity,solar,PV,2100,OM-var,4.751833333
OD,electricity,solar,PV,2100,OM-var,4.751833333
PB,electricity,solar,PV,2100,OM-var,3.26383516
PC,electricity,solar,PV,2100,OM-var,4.751833333
RJ,electricity,solar,PV,2100,OM-var,3.26383516
SK,electricity,solar,PV,2100,OM-var,4.751833333
TN,electricity,solar,PV,2100,OM-var,4.751833333
TR,electricity,solar,PV,2100,OM-var,4.751833333
TS,electricity,solar,PV,2100,OM-var,4.751833333
UP,electricity,solar,PV,2100,OM-var,3.26383516
UK,electricity,solar,PV,2100,OM-var,3.26383516
WB,electricity,solar,PV,2100,OM-var,4.751833333
AN,electricity,wind,wind,2010,OM-var,0
AP,electricity,wind,wind,2010,OM-var,0
AR,electricity,wind,wind,2010,OM-var,0
AS,electricity,wind,wind,2010,OM-var,0
BR,electricity,wind,wind,2010,OM-var,0
CG,electricity,wind,wind,2010,OM-var,0
CH,electricity,wind,wind,2010,OM-var,0
DD,electricity,wind,wind,2010,OM-var,0
DL,electricity,wind,wind,2010,OM-var,0
DN,electricity,wind,wind,2010,OM-var,0
GA,electricity,wind,wind,2010,OM-var,0
GJ,electricity,wind,wind,2010,OM-var,0
HR,electricity,wind,wind,2010,OM-var,0
HP,electricity,wind,wind,2010,OM-var,0
JK,electricity,wind,wind,2010,OM-var,0
JH,electricity,wind,wind,2010,OM-var,0
LA,electricity,wind,wind,2010,OM-var,0
LD,electricity,wind,wind,2010,OM-var,0
KA,electricity,wind,wind,2010,OM-var,0
KL,electricity,wind,wind,2010,OM-var,0
MH,electricity,wind,wind,2010,OM-var,0
ML,electricity,wind,wind,2010,OM-var,0
MN,electricity,wind,wind,2010,OM-var,0
MZ,electricity,wind,wind,2010,OM-var,0
MP,electricity,wind,wind,2010,OM-var,0
NL,electricity,wind,wind,2010,OM-var,0
OD,electricity,wind,wind,2010,OM-var,0
PB,electricity,wind,wind,2010,OM-var,0
PC,electricity,wind,wind,2010,OM-var,0
RJ,electricity,wind,wind,2010,OM-var,0
SK,electricity,wind,wind,2010,OM-var,0
TN,electricity,wind,wind,2010,OM-var,0
TR,electricity,wind,wind,2010,OM-var,0
TS,electricity,wind,wind,2010,OM-var,0
UP,electricity,wind,wind,2010,OM-var,0
UK,electricity,wind,wind,2010,OM-var,0
WB,electricity,wind,wind,2010,OM-var,0
AN,electricity,wind,wind,2015,OM-var,0
AP,electricity,wind,wind,2015,OM-var,0
AR,electricity,wind,wind,2015,OM-var,0
AS,electricity,wind,wind,2015,OM-var,0
BR,electricity,wind,wind,2015,OM-var,0
CG,electricity,wind,wind,2015,OM-var,0
CH,electricity,wind,wind,2015,OM-var,0
DD,electricity,wind,wind,2015,OM-var,0
DL,electricity,wind,wind,2015,OM-var,0
DN,electricity,wind,wind,2015,OM-var,0
GA,electricity,wind,wind,2015,OM-var,0
GJ,electricity,wind,wind,2015,OM-var,0
HR,electricity,wind,wind,2015,OM-var,0
HP,electricity,wind,wind,2015,OM-var,0
JK,electricity,wind,wind,2015,OM-var,0
JH,electricity,wind,wind,2015,OM-var,0
LA,electricity,wind,wind,2015,OM-var,0
LD,electricity,wind,wind,2015,OM-var,0
KA,electricity,wind,wind,2015,OM-var,0
KL,electricity,wind,wind,2015,OM-var,0
MH,electricity,wind,wind,2015,OM-var,0
ML,electricity,wind,wind,2015,OM-var,0
MN,electricity,wind,wind,2015,OM-var,0
MZ,electricity,wind,wind,2015,OM-var,0
MP,electricity,wind,wind,2015,OM-var,0
NL,electricity,wind,wind,2015,OM-var,0
OD,electricity,wind,wind,2015,OM-var,0
PB,electricity,wind,wind,2015,OM-var,0
PC,electricity,wind,wind,2015,OM-var,0
RJ,electricity,wind,wind,2015,OM-var,0
SK,electricity,wind,wind,2015,OM-var,0
TN,electricity,wind,wind,2015,OM-var,0
TR,electricity,wind,wind,2015,OM-var,0
TS,electricity,wind,wind,2015,OM-var,0
UP,electricity,wind,wind,2015,OM-var,0
UK,electricity,wind,wind,2015,OM-var,0
WB,electricity,wind,wind,2015,OM-var,0
AN,electricity,wind,wind,2020,OM-var,0
AP,electricity,wind,wind,2020,OM-var,0
AR,electricity,wind,wind,2020,OM-var,0
AS,electricity,wind,wind,2020,OM-var,0
BR,electricity,wind,wind,2020,OM-var,0
CG,electricity,wind,wind,2020,OM-var,0
CH,electricity,wind,wind,2020,OM-var,2.225342154
DD,electricity,wind,wind,2020,OM-var,0
DL,electricity,wind,wind,2020,OM-var,2.225342154
DN,electricity,wind,wind,2020,OM-var,0
GA,electricity,wind,wind,2020,OM-var,0
GJ,electricity,wind,wind,2020,OM-var,0
HR,electricity,wind,wind,2020,OM-var,2.225342154
HP,electricity,wind,wind,2020,OM-var,2.225342154
JK,electricity,wind,wind,2020,OM-var,2.225342154
JH,electricity,wind,wind,2020,OM-var,0
LA,electricity,wind,wind,2020,OM-var,2.225342154
LD,electricity,wind,wind,2020,OM-var,0
KA,electricity,wind,wind,2020,OM-var,0
KL,electricity,wind,wind,2020,OM-var,0
MH,electricity,wind,wind,2020,OM-var,0
ML,electricity,wind,wind,2020,OM-var,0
MN,electricity,wind,wind,2020,OM-var,0
MZ,electricity,wind,wind,2020,OM-var,0
MP,electricity,wind,wind,2020,OM-var,0
NL,electricity,wind,wind,2020,OM-var,0
OD,electricity,wind,wind,2020,OM-var,0
PB,electricity,wind,wind,2020,OM-var,2.225342154
PC,electricity,wind,wind,2020,OM-var,0
RJ,electricity,wind,wind,2020,OM-var,2.225342154
SK,electricity,wind,wind,2020,OM-var,0
TN,electricity,wind,wind,2020,OM-var,0
TR,electricity,wind,wind,2020,OM-var,0
TS,electricity,wind,wind,2020,OM-var,0
UP,electricity,wind,wind,2020,OM-var,2.225342154
UK,electricity,wind,wind,2020,OM-var,2.225342154
WB,electricity,wind,wind,2020,OM-var,0
AN,electricity,wind,wind,2025,OM-var,3.023893939
AP,electricity,wind,wind,2025,OM-var,3.023893939
AR,electricity,wind,wind,2025,OM-var,3.023893939
AS,electricity,wind,wind,2025,OM-var,3.023893939
BR,electricity,wind,wind,2025,OM-var,3.023893939
CG,electricity,wind,wind,2025,OM-var,3.023893939
CH,electricity,wind,wind,2025,OM-var,2.32919
DD,electricity,wind,wind,2025,OM-var,3.023893939
DL,electricity,wind,wind,2025,OM-var,2.32919
DN,electricity,wind,wind,2025,OM-var,3.023893939
GA,electricity,wind,wind,2025,OM-var,3.023893939
GJ,electricity,wind,wind,2025,OM-var,3.023893939
HR,electricity,wind,wind,2025,OM-var,2.32919
HP,electricity,wind,wind,2025,OM-var,2.32919
JK,electricity,wind,wind,2025,OM-var,2.32919
JH,electricity,wind,wind,2025,OM-var,3.023893939
LA,electricity,wind,wind,2025,OM-var,2.32919
LD,electricity,wind,wind,2025,OM-var,3.023893939
KA,electricity,wind,wind,2025,OM-var,3.023893939
KL,electricity,wind,wind,2025,OM-var,3.023893939
MH,electricity,wind,wind,2025,OM-var,3.023893939
ML,electricity,wind,wind,2025,OM-var,3.023893939
MN,electricity,wind,wind,2025,OM-var,3.023893939
MZ,electricity,wind,wind,2025,OM-var,3.023893939
MP,electricity,wind,wind,2025,OM-var,3.023893939
NL,electricity,wind,wind,2025,OM-var,3.023893939
OD,electricity,wind,wind,2025,OM-var,3.023893939
PB,electricity,wind,wind,2025,OM-var,2.32919
PC,electricity,wind,wind,2025,OM-var,3.023893939
RJ,electricity,wind,wind,2025,OM-var,2.32919
SK,electricity,wind,wind,2025,OM-var,3.023893939
TN,electricity,wind,wind,2025,OM-var,3.023893939
TR,electricity,wind,wind,2025,OM-var,3.023893939
TS,electricity,wind,wind,2025,OM-var,3.023893939
UP,electricity,wind,wind,2025,OM-var,2.32919
UK,electricity,wind,wind,2025,OM-var,2.32919
WB,electricity,wind,wind,2025,OM-var,3.023893939
AN,electricity,wind,wind,2030,OM-var,3.239886364
AP,electricity,wind,wind,2030,OM-var,3.239886364
AR,electricity,wind,wind,2030,OM-var,3.239886364
AS,electricity,wind,wind,2030,OM-var,3.239886364
BR,electricity,wind,wind,2030,OM-var,3.239886364
CG,electricity,wind,wind,2030,OM-var,3.239886364
CH,electricity,wind,wind,2030,OM-var,2.43304
DD,electricity,wind,wind,2030,OM-var,3.239886364
DL,electricity,wind,wind,2030,OM-var,2.43304
DN,electricity,wind,wind,2030,OM-var,3.239886364
GA,electricity,wind,wind,2030,OM-var,3.239886364
GJ,electricity,wind,wind,2030,OM-var,3.239886364
HR,electricity,wind,wind,2030,OM-var,2.43304
HP,electricity,wind,wind,2030,OM-var,2.43304
JK,electricity,wind,wind,2030,OM-var,2.43304
JH,electricity,wind,wind,2030,OM-var,3.239886364
LA,electricity,wind,wind,2030,OM-var,2.43304
LD,electricity,wind,wind,2030,OM-var,3.239886364
KA,electricity,wind,wind,2030,OM-var,3.239886364
KL,electricity,wind,wind,2030,OM-var,3.239886364
MH,electricity,wind,wind,2030,OM-var,3.239886364
ML,electricity,wind,wind,2030,OM-var,3.239886364
MN,electricity,wind,wind,2030,OM-var,3.239886364
MZ,electricity,wind,wind,2030,OM-var,3.239886364
MP,electricity,wind,wind,2030,OM-var,3.239886364
NL,electricity,wind,wind,2030,OM-var,3.239886364
OD,electricity,wind,wind,2030,OM-var,3.239886364
PB,electricity,wind,wind,2030,OM-var,2.43304
PC,electricity,wind,wind,2030,OM-var,3.239886364
RJ,electricity,wind,wind,2030,OM-var,2.43304
SK,electricity,wind,wind,2030,OM-var,3.239886364
TN,electricity,wind,wind,2030,OM-var,3.239886364
TR,electricity,wind,wind,2030,OM-var,3.239886364
TS,electricity,wind,wind,2030,OM-var,3.239886364
UP,electricity,wind,wind,2030,OM-var,2.43304
UK,electricity,wind,wind,2030,OM-var,2.43304
WB,electricity,wind,wind,2030,OM-var,3.239886364
AN,electricity,wind,wind,2035,OM-var,3.455878788
AP,electricity,wind,wind,2035,OM-var,3.455878788
AR,electricity,wind,wind,2035,OM-var,3.455878788
AS,electricity,wind,wind,2035,OM-var,3.455878788
BR,electricity,wind,wind,2035,OM-var,3.455878788
CG,electricity,wind,wind,2035,OM-var,3.455878788
CH,electricity,wind,wind,2035,OM-var,2.53689
DD,electricity,wind,wind,2035,OM-var,3.455878788
DL,electricity,wind,wind,2035,OM-var,2.53689
DN,electricity,wind,wind,2035,OM-var,3.455878788
GA,electricity,wind,wind,2035,OM-var,3.455878788
GJ,electricity,wind,wind,2035,OM-var,3.455878788
HR,electricity,wind,wind,2035,OM-var,2.53689
HP,electricity,wind,wind,2035,OM-var,2.53689
JK,electricity,wind,wind,2035,OM-var,2.53689
JH,electricity,wind,wind,2035,OM-var,3.455878788
LA,electricity,wind,wind,2035,OM-var,2.53689
LD,electricity,wind,wind,2035,OM-var,3.455878788
KA,electricity,wind,wind,2035,OM-var,3.455878788
KL,electricity,wind,wind,2035,OM-var,3.455878788
MH,electricity,wind,wind,2035,OM-var,3.455878788
ML,electricity,wind,wind,2035,OM-var,3.455878788
MN,electricity,wind,wind,2035,OM-var,3.455878788
MZ,electricity,wind,wind,2035,OM-var,3.455878788
MP,electricity,wind,wind,2035,OM-var,3.455878788
NL,electricity,wind,wind,2035,OM-var,3.455878788
OD,electricity,wind,wind,2035,OM-var,3.455878788
PB,electricity,wind,wind,2035,OM-var,2.53689
PC,electricity,wind,wind,2035,OM-var,3.455878788
RJ,electricity,wind,wind,2035,OM-var,2.53689
SK,electricity,wind,wind,2035,OM-var,3.455878788
TN,electricity,wind,wind,2035,OM-var,3.455878788
TR,electricity,wind,wind,2035,OM-var,3.455878788
TS,electricity,wind,wind,2035,OM-var,3.455878788
UP,electricity,wind,wind,2035,OM-var,2.53689
UK,electricity,wind,wind,2035,OM-var,2.53689
WB,electricity,wind,wind,2035,OM-var,3.455878788
AN,electricity,wind,wind,2040,OM-var,3.887863636
AP,electricity,wind,wind,2040,OM-var,3.887863636
AR,electricity,wind,wind,2040,OM-var,3.887863636
AS,electricity,wind,wind,2040,OM-var,3.887863636
BR,electricity,wind,wind,2040,OM-var,3.887863636
CG,electricity,wind,wind,2040,OM-var,3.887863636
CH,electricity,wind,wind,2040,OM-var,2.64074
DD,electricity,wind,wind,2040,OM-var,3.887863636
DL,electricity,wind,wind,2040,OM-var,2.64074
DN,electricity,wind,wind,2040,OM-var,3.887863636
GA,electricity,wind,wind,2040,OM-var,3.887863636
GJ,electricity,wind,wind,2040,OM-var,3.887863636
HR,electricity,wind,wind,2040,OM-var,2.64074
HP,electricity,wind,wind,2040,OM-var,2.64074
JK,electricity,wind,wind,2040,OM-var,2.64074
JH,electricity,wind,wind,2040,OM-var,3.887863636
