INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
IndiaIndusSharewt,,,,,,,,
,,,,,,,,
region,supplysector,subsector,apply.to,from.year,to.year,from.value,to.value,interpolation.function
OD,electricity,gas,share-weight,2015,2025,0.0588235,0.0588235,fixed
PB,electricity,gas,share-weight,2015,2025,0,0,fixed
PC,electricity,gas,share-weight,2015,2025,0.529412,0.529412,fixed
RJ,electricity,gas,share-weight,2015,2025,0.111765,0.111765,fixed
SK,electricity,gas,share-weight,2015,2025,0,0,fixed
TN,electricity,gas,share-weight,2015,2025,1,1,fixed
TR,electricity,gas,share-weight,2015,2025,0.111765,0.111765,fixed
TS,electricity,gas,share-weight,2015,2025,0.111765,0.111765,fixed
UK,electricity,gas,share-weight,2015,2025,0,0,fixed
UP,electricity,gas,share-weight,2015,2025,0.623529,0.623529,fixed
WB,electricity,gas,share-weight,2015,2025,0.152941,0.152941,fixed
AN,electricity,gas,share-weight,2020,2055,0.0588235,1,linear
AP,electricity,gas,share-weight,2020,2055,0.717647,1,linear
AR,electricity,gas,share-weight,2020,2055,0,1,linear
AS,electricity,gas,share-weight,2020,2055,0.111765,1,linear
BR,electricity,gas,share-weight,2020,2055,0,1,linear
CG,electricity,gas,share-weight,2020,2055,0,1,linear
CH,electricity,gas,share-weight,2020,2055,0,1,linear
DD,electricity,gas,share-weight,2020,2055,0,1,linear
DL,electricity,gas,share-weight,2020,2055,0.511765,1,linear
DN,electricity,gas,share-weight,2020,2055,0,1,linear
GA,electricity,gas,share-weight,2020,2055,0,1,linear
GJ,electricity,gas,share-weight,2020,2055,0.3,1,linear
HP,electricity,gas,share-weight,2020,2055,0,1,linear
HR,electricity,gas,share-weight,2020,2055,0.111765,1,linear
JH,electricity,gas,share-weight,2020,2055,0,1,linear
JK,electricity,gas,share-weight,2020,2055,0.111765,1,linear
KA,electricity,gas,share-weight,2020,2055,0.111765,1,linear
KL,electricity,gas,share-weight,2020,2055,0.152941,1,linear
LA,electricity,gas,share-weight,2020,2055,0,1,linear
LD,electricity,gas,share-weight,2020,2055,0,1,linear
MH,electricity,gas,share-weight,2020,2055,6,1,linear
ML,electricity,gas,share-weight,2020,2055,0,1,linear
MN,electricity,gas,share-weight,2020,2055,0,1,linear
MP,electricity,gas,share-weight,2020,2055,0,1,linear
MZ,electricity,gas,share-weight,2020,2055,0,1,linear
NL,electricity,gas,share-weight,2020,2055,0,1,linear
OD,electricity,gas,share-weight,2020,2055,0.0588235,1,linear
PB,electricity,gas,share-weight,2020,2055,0,1,linear
PC,electricity,gas,share-weight,2020,2055,0.529412,1,linear
RJ,electricity,gas,share-weight,2020,2055,0.111765,1,linear
SK,electricity,gas,share-weight,2020,2055,0,1,linear
TN,electricity,gas,share-weight,2020,2055,1,1,linear
TR,electricity,gas,share-weight,2020,2055,0.111765,1,linear
TS,electricity,gas,share-weight,2020,2055,0.111765,1,linear
UK,electricity,gas,share-weight,2020,2055,0,1,linear
UP,electricity,gas,share-weight,2020,2055,0.623529,1,linear
WB,electricity,gas,share-weight,2020,2055,0.152941,1,linear
AN,electricity,gas,share-weight,2020,2055,1,1,linear
AP,electricity,gas,share-weight,2020,2055,1,1,linear
AR,electricity,gas,share-weight,2020,2055,1,1,linear
AS,electricity,gas,share-weight,2020,2055,1,1,linear
BR,electricity,gas,share-weight,2020,2055,1,1,linear
CG,electricity,gas,share-weight,2020,2055,1,1,linear
CH,electricity,gas,share-weight,2020,2055,1,1,linear
DD,electricity,gas,share-weight,2020,2055,1,1,linear
DL,electricity,gas,share-weight,2020,2055,1,1,linear
DN,electricity,gas,share-weight,2020,2055,1,1,linear
GA,electricity,gas,share-weight,2020,2055,1,1,linear
GJ,electricity,gas,share-weight,2020,2055,1,1,linear
HP,electricity,gas,share-weight,2020,2055,1,1,linear
HR,electricity,gas,share-weight,2020,2055,1,1,linear
JH,electricity,gas,share-weight,2020,2055,1,1,linear
JK,electricity,gas,share-weight,2020,2055,1,1,linear
KA,electricity,gas,share-weight,2020,2055,1,1,linear
KL,electricity,gas,share-weight,2020,2055,1,1,linear
LA,electricity,gas,share-weight,2020,2055,1,1,linear
LD,electricity,gas,share-weight,2020,2055,1,1,linear
MH,electricity,gas,share-weight,2020,2055,1,1,linear
ML,electricity,gas,share-weight,2020,2055,1,1,linear
MN,electricity,gas,share-weight,2020,2055,1,1,linear
MP,electricity,gas,share-weight,2020,2055,1,1,linear
MZ,electricity,gas,share-weight,2020,2055,1,1,linear
NL,electricity,gas,share-weight,2020,2055,1,1,linear
OD,electricity,gas,share-weight,2020,2055,1,1,linear
PB,electricity,gas,share-weight,2020,2055,1,1,linear
PC,electricity,gas,share-weight,2020,2055,1,1,linear
RJ,electricity,gas,share-weight,2020,2055,1,1,linear
SK,electricity,gas,share-weight,2020,2055,1,1,linear
TN,electricity,gas,share-weight,2020,2055,1,1,linear
TR,electricity,gas,share-weight,2020,2055,1,1,linear
TS,electricity,gas,share-weight,2020,2055,1,1,linear
UK,electricity,gas,share-weight,2020,2055,1,1,linear
UP,electricity,gas,share-weight,2020,2055,1,1,linear
WB,electricity,gas,share-weight,2020,2055,1,1,linear
AN,electricity,gas,share-weight,2050,2100,1,1,fixed
AP,electricity,gas,share-weight,2050,2100,1,1,fixed
AR,electricity,gas,share-weight,2050,2100,1,1,fixed
AS,electricity,gas,share-weight,2050,2100,1,1,fixed
BR,electricity,gas,share-weight,2050,2100,1,1,fixed
CG,electricity,gas,share-weight,2050,2100,1,1,fixed
CH,electricity,gas,share-weight,2050,2100,1,1,fixed
DD,electricity,gas,share-weight,2050,2100,1,1,fixed
DL,electricity,gas,share-weight,2050,2100,1,1,fixed
DN,electricity,gas,share-weight,2050,2100,1,1,fixed
GA,electricity,gas,share-weight,2050,2100,1,1,fixed
GJ,electricity,gas,share-weight,2050,2100,1,1,fixed
HP,electricity,gas,share-weight,2050,2100,1,1,fixed
HR,electricity,gas,share-weight,2050,2100,1,1,fixed
JH,electricity,gas,share-weight,2050,2100,1,1,fixed
JK,electricity,gas,share-weight,2050,2100,1,1,fixed
KA,electricity,gas,share-weight,2050,2100,1,1,fixed
KL,electricity,gas,share-weight,2050,2100,1,1,fixed
LA,electricity,gas,share-weight,2050,2100,1,1,fixed
LD,electricity,gas,share-weight,2050,2100,1,1,fixed
MH,electricity,gas,share-weight,2050,2100,1,1,fixed
ML,electricity,gas,share-weight,2050,2100,1,1,fixed
MN,electricity,gas,share-weight,2050,2100,1,1,fixed
MP,electricity,gas,share-weight,2050,2100,1,1,fixed
MZ,electricity,gas,share-weight,2050,2100,1,1,fixed
NL,electricity,gas,share-weight,2050,2100,1,1,fixed
OD,electricity,gas,share-weight,2050,2100,1,1,fixed
PB,electricity,gas,share-weight,2050,2100,1,1,fixed
PC,electricity,gas,share-weight,2050,2100,1,1,fixed
RJ,electricity,gas,share-weight,2050,2100,1,1,fixed
SK,electricity,gas,share-weight,2050,2100,1,1,fixed
TN,electricity,gas,share-weight,2050,2100,1,1,fixed
TR,electricity,gas,share-weight,2050,2100,1,1,fixed
TS,electricity,gas,share-weight,2050,2100,1,1,fixed
UK,electricity,gas,share-weight,2050,2100,1,1,fixed
UP,electricity,gas,share-weight,2050,2100,1,1,fixed
WB,electricity,gas,share-weight,2050,2100,1,1,fixed
AN,electricity,gas,share-weight,2095,2100,1,1,fixed
AP,electricity,gas,share-weight,2095,2100,1,1,fixed
AR,electricity,gas,share-weight,2095,2100,1,1,fixed
AS,electricity,gas,share-weight,2095,2100,1,1,fixed
BR,electricity,gas,share-weight,2095,2100,1,1,fixed
CG,electricity,gas,share-weight,2095,2100,1,1,fixed
CH,electricity,gas,share-weight,2095,2100,1,1,fixed
DD,electricity,gas,share-weight,2095,2100,1,1,fixed
DL,electricity,gas,share-weight,2095,2100,1,1,fixed
DN,electricity,gas,share-weight,2095,2100,1,1,fixed
GA,electricity,gas,share-weight,2095,2100,1,1,fixed
GJ,electricity,gas,share-weight,2095,2100,1,1,fixed
HP,electricity,gas,share-weight,2095,2100,1,1,fixed
HR,electricity,gas,share-weight,2095,2100,1,1,fixed
JH,electricity,gas,share-weight,2095,2100,1,1,fixed
JK,electricity,gas,share-weight,2095,2100,1,1,fixed
KA,electricity,gas,share-weight,2095,2100,1,1,fixed
KL,electricity,gas,share-weight,2095,2100,1,1,fixed
LA,electricity,gas,share-weight,2095,2100,1,1,fixed
LD,electricity,gas,share-weight,2095,2100,1,1,fixed
MH,electricity,gas,share-weight,2095,2100,1,1,fixed
ML,electricity,gas,share-weight,2095,2100,1,1,fixed
MN,electricity,gas,share-weight,2095,2100,1,1,fixed
MP,electricity,gas,share-weight,2095,2100,1,1,fixed
MZ,electricity,gas,share-weight,2095,2100,1,1,fixed
NL,electricity,gas,share-weight,2095,2100,1,1,fixed
OD,electricity,gas,share-weight,2095,2100,1,1,fixed
PB,electricity,gas,share-weight,2095,2100,1,1,fixed
PC,electricity,gas,share-weight,2095,2100,1,1,fixed
RJ,electricity,gas,share-weight,2095,2100,1,1,fixed
SK,electricity,gas,share-weight,2095,2100,1,1,fixed
TN,electricity,gas,share-weight,2095,2100,1,1,fixed
TR,electricity,gas,share-weight,2095,2100,1,1,fixed
TS,electricity,gas,share-weight,2095,2100,1,1,fixed
UK,electricity,gas,share-weight,2095,2100,1,1,fixed
UP,electricity,gas,share-weight,2095,2100,1,1,fixed
WB,electricity,gas,share-weight,2095,2100,1,1,fixed
AN,electricity,solar,share-weight,2010,2020,0,0,fixed
AP,electricity,solar,share-weight,2010,2020,0,0,fixed
AR,electricity,solar,share-weight,2010,2020,0,0,fixed
AS,electricity,solar,share-weight,2010,2020,0,0,fixed
BR,electricity,solar,share-weight,2010,2020,0,0,fixed
CG,electricity,solar,share-weight,2010,2020,0,0,fixed
CH,electricity,solar,share-weight,2010,2020,0,0,fixed
DD,electricity,solar,share-weight,2010,2020,0,0,fixed
DL,electricity,solar,share-weight,2010,2020,0,0,fixed
DN,electricity,solar,share-weight,2010,2020,0,0,fixed
GA,electricity,solar,share-weight,2010,2020,0,0,fixed
GJ,electricity,solar,share-weight,2010,2020,0,0,fixed
HP,electricity,solar,share-weight,2010,2020,0,0,fixed
HR,electricity,solar,share-weight,2010,2020,0,0,fixed
JH,electricity,solar,share-weight,2010,2020,0,0,fixed
JK,electricity,solar,share-weight,2010,2020,0,0,fixed
KA,electricity,solar,share-weight,2010,2020,0,0,fixed
KL,electricity,solar,share-weight,2010,2020,0,0,fixed
LA,electricity,solar,share-weight,2010,2020,0,0,fixed
LD,electricity,solar,share-weight,2010,2020,0,0,fixed
MH,electricity,solar,share-weight,2010,2020,0,0,fixed
ML,electricity,solar,share-weight,2010,2020,0,0,fixed
MN,electricity,solar,share-weight,2010,2020,0,0,fixed
MP,electricity,solar,share-weight,2010,2020,0,0,fixed
MZ,electricity,solar,share-weight,2010,2020,0,0,fixed
NL,electricity,solar,share-weight,2010,2020,0,0,fixed
OD,electricity,solar,share-weight,2010,2020,0,0,fixed
PB,electricity,solar,share-weight,2010,2020,0,0,fixed
PC,electricity,solar,share-weight,2010,2020,0,0,fixed
RJ,electricity,solar,share-weight,2010,2020,0,0,fixed
SK,electricity,solar,share-weight,2010,2020,0,0,fixed
TN,electricity,solar,share-weight,2010,2020,0.01,0.01,fixed
TR,electricity,solar,share-weight,2010,2020,0,0,fixed
TS,electricity,solar,share-weight,2010,2020,0,0,fixed
UK,electricity,solar,share-weight,2010,2020,0,0,fixed
UP,electricity,solar,share-weight,2010,2020,0,0,fixed
WB,electricity,solar,share-weight,2010,2020,0,0,fixed
AN,electricity,solar,share-weight,2015,2025,0,0,fixed
AP,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
AR,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
AS,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
BR,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
CG,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
CH,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
DD,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
DL,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
DN,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
GA,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
GJ,electricity,solar,share-weight,2015,2025,0.01,0.01,fixed
HP,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
HR,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
JH,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
JK,electricity,solar,share-weight,2015,2025,0,0,fixed
KA,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
KL,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
LA,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
LD,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
MH,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
ML,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
MN,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
MP,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
MZ,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
NL,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
OD,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
PB,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
PC,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
RJ,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
SK,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
TN,electricity,solar,share-weight,2015,2025,0.28,0.28,fixed
TR,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
TS,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
UK,electricity,solar,share-weight,2015,2025,0,0,fixed
UP,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
WB,electricity,solar,share-weight,2015,2025,0.0588235,0.0588235,fixed
AN,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
AP,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
AR,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
AS,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
BR,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
CG,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
CH,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
DD,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
DL,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
DN,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
GA,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
GJ,electricity,solar,share-weight,2020,2050,0.01,1,linear
HP,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
HR,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
JH,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
JK,electricity,solar,share-weight,2020,2050,0,1,linear
KA,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
KL,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
LA,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
LD,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
MH,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
ML,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
MN,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
MP,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
MZ,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
NL,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
OD,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
PB,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
PC,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
RJ,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
SK,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
TN,electricity,solar,share-weight,2020,2050,0.28,1,linear
TR,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
TS,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
UK,electricity,solar,share-weight,2020,2050,0,1,linear
UP,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
WB,electricity,solar,share-weight,2020,2050,0.0588235,1,linear
AN,electricity,solar,share-weight,2045,2100,1,1,fixed
AP,electricity,solar,share-weight,2045,2100,1,1,fixed
AR,electricity,solar,share-weight,2045,2100,1,1,fixed
AS,electricity,solar,share-weight,2045,2100,1,1,fixed
BR,electricity,solar,share-weight,2045,2100,1,1,fixed
CG,electricity,solar,share-weight,2045,2100,1,1,fixed
CH,electricity,solar,share-weight,2045,2100,1,1,fixed
DD,electricity,solar,share-weight,2045,2100,1,1,fixed
DL,electricity,solar,share-weight,2045,2100,1,1,fixed
DN,electricity,solar,share-weight,2045,2100,1,1,fixed
GA,electricity,solar,share-weight,2045,2100,1,1,fixed
GJ,electricity,solar,share-weight,2045,2100,1,1,fixed
HP,electricity,solar,share-weight,2045,2100,1,1,fixed
HR,electricity,solar,share-weight,2045,2100,1,1,fixed
JH,electricity,solar,share-weight,2045,2100,1,1,fixed
JK,electricity,solar,share-weight,2045,2100,1,1,fixed
KA,electricity,solar,share-weight,2045,2100,1,1,fixed
KL,electricity,solar,share-weight,2045,2100,1,1,fixed
LA,electricity,solar,share-weight,2045,2100,1,1,fixed
LD,electricity,solar,share-weight,2045,2100,1,1,fixed
MH,electricity,solar,share-weight,2045,2100,1,1,fixed
ML,electricity,solar,share-weight,2045,2100,1,1,fixed
MN,electricity,solar,share-weight,2045,2100,1,1,fixed
MP,electricity,solar,share-weight,2045,2100,1,1,fixed
MZ,electricity,solar,share-weight,2045,2100,1,1,fixed
NL,electricity,solar,share-weight,2045,2100,1,1,fixed
OD,electricity,solar,share-weight,2045,2100,1,1,fixed
PB,electricity,solar,share-weight,2045,2100,1,1,fixed
PC,electricity,solar,share-weight,2045,2100,1,1,fixed
RJ,electricity,solar,share-weight,2045,2100,1,1,fixed
SK,electricity,solar,share-weight,2045,2100,1,1,fixed
TN,electricity,solar,share-weight,2045,2100,1,1,fixed
TR,electricity,solar,share-weight,2045,2100,1,1,fixed
TS,electricity,solar,share-weight,2045,2100,1,1,fixed
UK,electricity,solar,share-weight,2045,2100,1,1,fixed
UP,electricity,solar,share-weight,2045,2100,1,1,fixed
WB,electricity,solar,share-weight,2045,2100,1,1,fixed
AN,electricity,solar,share-weight,2095,2100,1,1,fixed
AP,electricity,solar,share-weight,2095,2100,1,1,fixed
AR,electricity,solar,share-weight,2095,2100,1,1,fixed
AS,electricity,solar,share-weight,2095,2100,1,1,fixed
BR,electricity,solar,share-weight,2095,2100,1,1,fixed
CG,electricity,solar,share-weight,2095,2100,1,1,fixed
CH,electricity,solar,share-weight,2095,2100,1,1,fixed
DD,electricity,solar,share-weight,2095,2100,1,1,fixed
DL,electricity,solar,share-weight,2095,2100,1,1,fixed
DN,electricity,solar,share-weight,2095,2100,1,1,fixed
GA,electricity,solar,share-weight,2095,2100,1,1,fixed
GJ,electricity,solar,share-weight,2095,2100,1,1,fixed
HP,electricity,solar,share-weight,2095,2100,1,1,fixed
HR,electricity,solar,share-weight,2095,2100,1,1,fixed
JH,electricity,solar,share-weight,2095,2100,1,1,fixed
JK,electricity,solar,share-weight,2095,2100,1,1,fixed
KA,electricity,solar,share-weight,2095,2100,1,1,fixed
KL,electricity,solar,share-weight,2095,2100,1,1,fixed
LA,electricity,solar,share-weight,2095,2100,1,1,fixed
LD,electricity,solar,share-weight,2095,2100,1,1,fixed
MH,electricity,solar,share-weight,2095,2100,1,1,fixed
ML,electricity,solar,share-weight,2095,2100,1,1,fixed
MN,electricity,solar,share-weight,2095,2100,1,1,fixed
MP,electricity,solar,share-weight,2095,2100,1,1,fixed
MZ,electricity,solar,share-weight,2095,2100,1,1,fixed
NL,electricity,solar,share-weight,2095,2100,1,1,fixed
OD,electricity,solar,share-weight,2095,2100,1,1,fixed
PB,electricity,solar,share-weight,2095,2100,1,1,fixed
PC,electricity,solar,share-weight,2095,2100,1,1,fixed
RJ,electricity,solar,share-weight,2095,2100,1,1,fixed
SK,electricity,solar,share-weight,2095,2100,1,1,fixed
TN,electricity,solar,share-weight,2095,2100,1,1,fixed
TR,electricity,solar,share-weight,2095,2100,1,1,fixed
TS,electricity,solar,share-weight,2095,2100,1,1,fixed
UK,electricity,solar,share-weight,2095,2100,1,1,fixed
UP,electricity,solar,share-weight,2095,2100,1,1,fixed
WB,electricity,solar,share-weight,2095,2100,1,1,fixed
AN,electricity,wind,share-weight,2010,2020,0,0,fixed
AP,electricity,wind,share-weight,2010,2020,0.0621524,0.0621524,fixed
AR,electricity,wind,share-weight,2010,2020,0,0,fixed
AS,electricity,wind,share-weight,2010,2020,0,0,fixed
BR,electricity,wind,share-weight,2010,2020,0,0,fixed
CG,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
CH,electricity,wind,share-weight,2010,2020,0,0,fixed
DD,electricity,wind,share-weight,2010,2020,0,0,fixed
DL,electricity,wind,share-weight,2010,2020,0,0,fixed
DN,electricity,wind,share-weight,2010,2020,0,0,fixed
GA,electricity,wind,share-weight,2010,2020,0,0,fixed
GJ,electricity,wind,share-weight,2010,2020,0.01,0.01,fixed
HP,electricity,wind,share-weight,2010,2020,0,0,fixed
HR,electricity,wind,share-weight,2010,2020,0,0,fixed
JH,electricity,wind,share-weight,2010,2020,0,0,fixed
JK,electricity,wind,share-weight,2010,2020,0,0,fixed
KA,electricity,wind,share-weight,2010,2020,0.3,0.3,fixed
KL,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
LA,electricity,wind,share-weight,2010,2020,0,0,fixed
LD,electricity,wind,share-weight,2010,2020,0,0,fixed
MH,electricity,wind,share-weight,2010,2020,0.001,0.001,fixed
ML,electricity,wind,share-weight,2010,2020,0,0,fixed
MN,electricity,wind,share-weight,2010,2020,0,0,fixed
MP,electricity,wind,share-weight,2010,2020,0.0664823,0.0664823,fixed
MZ,electricity,wind,share-weight,2010,2020,0,0,fixed
NL,electricity,wind,share-weight,2010,2020,0,0,fixed
OD,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
PB,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
PC,electricity,wind,share-weight,2010,2020,0,0,fixed
RJ,electricity,wind,share-weight,2010,2020,0.681824,0.681824,fixed
SK,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
TN,electricity,wind,share-weight,2010,2020,0.0005,0.0005,fixed
TR,electricity,wind,share-weight,2010,2020,0,0,fixed
TS,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
UK,electricity,wind,share-weight,2010,2020,0,0,fixed
UP,electricity,wind,share-weight,2010,2020,0,0,fixed
WB,electricity,wind,share-weight,2010,2020,0.0555556,0.0555556,fixed
AN,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
AP,electricity,wind,share-weight,2015,2025,0.147411,0.147411,fixed
AR,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
AS,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
BR,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
CG,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
CH,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
DD,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
DL,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
DN,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
GA,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
GJ,electricity,wind,share-weight,2015,2025,0.01,0.01,fixed
HP,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
HR,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
JH,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
JK,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
KA,electricity,wind,share-weight,2015,2025,0.363636,0.363636,fixed
KL,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
LA,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
LD,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
MH,electricity,wind,share-weight,2015,2025,0.272727,0.272727,fixed
ML,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
MN,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
MP,electricity,wind,share-weight,2015,2025,0.151348,0.151348,fixed
MZ,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
NL,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
OD,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
PB,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
PC,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
RJ,electricity,wind,share-weight,2015,2025,0.710749,0.710749,fixed
SK,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
TN,electricity,wind,share-weight,2015,2025,0.0005,0.0005,fixed
TR,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
TS,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
UK,electricity,wind,share-weight,2015,2025,0,0,fixed
UP,electricity,wind,share-weight,2015,2025,0.0909091,0.0909091,fixed
WB,electricity,wind,share-weight,2015,2025,0.141414,0.141414,fixed
AN,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
AP,electricity,wind,share-weight,2020,2050,0.147411,1,linear
AR,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
AS,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
BR,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
CG,electricity,wind,share-weight,2020,2050,0.141414,1,linear
CH,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
DD,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
DL,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
DN,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
GA,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
GJ,electricity,wind,share-weight,2020,2050,0.01,1,linear
HP,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
HR,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
JH,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
JK,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
KA,electricity,wind,share-weight,2020,2050,0.363636,1,linear
KL,electricity,wind,share-weight,2020,2050,0.141414,1,linear
LA,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
LD,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
MH,electricity,wind,share-weight,2020,2050,0.272727,1,linear
ML,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
MN,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
MP,electricity,wind,share-weight,2020,2050,0.151348,1,linear
MZ,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
NL,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
OD,electricity,wind,share-weight,2020,2050,0.141414,1,linear
PB,electricity,wind,share-weight,2020,2050,0.141414,1,linear
PC,electricity,wind,share-weight,2020,2050,0.0909091,1,linear
RJ,electricity,wind,share-weight,2020,2050,0.710749,1,linear
SK,electricity,wind,share-weight,2020,2050,0.141414,1,linear
